Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie
Repentigny ,élection OR campagne,1,Plume Libre Montcalm,Plume Libre - Campagne de vaccination contre la COVID-19,2021-06-09,24,https://plumelibre.ca/index.php/toutes-les-municipalites/campagne-de-vaccination-contre-la-covid-19,2021-07-03 17:26:12
Repentigny ,élection OR campagne,2,Le Journal de Montréal,Un troisième album de Pascale B.,2021-06-04,29,https://www.journaldemontreal.com/2021/06/04/un-troisieme-album-de-pascale-b,2021-07-03 17:26:12
Repentigny ,élection OR campagne,3,Hebdo Rive Nord,11 juin 2021 Devancement de la 2e dose,2021-06-11,22,https://www.hebdorivenord.com/article/2021/06/11/devancement-de-la-2e-dose,2021-07-03 17:26:13
Repentigny ,élection OR campagne,4,L'Hebdo Journal,Dévoilement du calendrier 2021 des Aigles Junior Élite,2021-06-07,26,https://www.lhebdojournal.com/devoilement-du-calendrier-2021-des-aigles-junior-elite/,2021-07-03 17:26:13
Repentigny ,élection OR campagne,5,Le Journal de Montréal,Lutte à trois à Repentigny après un règne de 24 ans,2021-05-07,57,https://www.journaldemontreal.com/2021/05/07/lutte-a-trois-a-repentigny-apres-un-regne-de-24-ans,2021-07-03 17:26:13
Repentigny ,élection OR campagne,6,L'Action,Trois journées de vaccination organisées par les cégeps de la région 17 juin,2021-06-17,16,https://www.laction.com/article/2021/06/17/trois-journees-de-vaccination-organisees-par-les-cegeps-de-la-region,2021-07-03 17:26:13
Repentigny ,élection OR campagne,7,Hebdo Rive Nord,Un nouvel événement pour lancer la programmation sportive de l'été,2021-06-19,14,https://www.hebdorivenord.com/article/2021/06/19/un-nouvel-evenement-pour-lancer-la-programmation-sportive-de-l-ete,2021-07-03 17:26:13
Repentigny ,élection OR campagne,8,Le Journal de Québec,Jusqu'à 1 M$ par chambre: des maisons des aînés qui vont coûter une vraie fortune,2021-06-04,29,https://www.journaldequebec.com/2021/06/04/des-maisons-des-aines-qui-vont-couter-une-vraie-fortune,2021-07-03 17:26:14
Repentigny ,élection OR campagne,9,Le Journal de Montréal,La mairesse de Repentigny quittera la politique,2021-04-08,86,https://www.journaldemontreal.com/2021/04/08/la-mairesse-de-repentigny-quittera-la-politique,2021-07-03 17:26:14
Repentigny ,élection OR campagne,10,Grenier aux Nouvelles,Designer Graphique | Proulx com | Grenier aux Emplois,2021-06-17,16,https://www.grenier.qc.ca/emplois/49959/designer-graphique,2021-07-03 17:26:14
