Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie
Saint-Félicien ,accident,1,Le Quotidien - Groupe Capitales Médias,Accident mortel à Saint-Félicien: la victime était un homme d'affaires bien connu,2021-02-04,149,https://www.lequotidien.com/actualites/justice-et-faits-divers/accident-mortel-a-saint-felicien-la-victime-etait-un-homme-daffaires-bien-connu-d6c5aafd695e8acb77a6d108fb89bc81,2021-07-03 11:16:59
Saint-Félicien ,accident,2,L'Étoile du Lac,Collision majeure à Saint-Félicien,2021-02-03,150,https://www.letoiledulac.com/faitsdivers/collision-majeure-a-saint-felicien/,2021-07-03 11:16:59
Saint-Félicien ,accident,3,Le Journal de Québec,Saint-Félicien: un homme d'affaires bien connu meurt après une collision «majeure»,2021-02-04,149,https://www.journaldequebec.com/2021/02/03/saint-felicien-un-blesse-grave-dans-une-collision-majeure,2021-07-03 11:16:59
Saint-Félicien ,accident,4,TVA Nouvelles,Le conducteur d'une camionnette emboutie par deux poids lourds à Saint-Félicien est décédé,2021-02-03,150,https://www.tvanouvelles.ca/2021/02/03/un-blesse-grave-dans-une-collision-majeure-a-saint-felicien,2021-07-03 11:16:59
Saint-Félicien ,accident,5,La Presse,Saint-Félicien | Le conducteur d'une camionnette meurt après une grave collision,2021-02-03,150,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-02-03/saint-felicien/le-conducteur-d-une-camionnette-meurt-apres-une-grave-collision.php,2021-07-03 11:17:00
Saint-Félicien ,accident,6,Le Quotidien - Groupe Capitales Médias,Carambolage à Saint-Félicien et accident à Saint-Gédéon | Justice et faits divers | Actualités,2021-03-04,121,https://www.lequotidien.com/actualites/justice-et-faits-divers/carambolage-a-saint-felicien-et-accident-a-saint-gedeon-333d4ec53df6d8b868bc0368ef3849d4,2021-07-03 11:17:00
Saint-Félicien ,accident,7,Le Quotidien - Groupe Capitales Médias,L'alcool en cause dans un accident à Saint-Félicien,2020-11-04,241,https://www.lequotidien.com/actualites/justice-et-faits-divers/lalcool-en-cause-dans-un-accident-a-saint-felicien-7bfe81278f83727ad187bf3c50f0e2b1,2021-07-03 11:17:00
Saint-Félicien ,accident,8,Le Quotidien - Groupe Capitales Médias,Une explosion cause un incendie à Saint-Félicien,2021-01-07,177,https://www.lequotidien.com/actualites/justice-et-faits-divers/une-explosion-cause-un-incendie-a-saint-felicien-3b9e77cf4e16b51cede0928151f717b2,2021-07-03 11:17:00
Saint-Félicien ,accident,9,Le Quotidien - Groupe Capitales Médias,Trois incendies en moins de 12 heures à Saint-Félicien: appel à la prudence,2021-04-16,78,https://www.lequotidien.com/actualites/justice-et-faits-divers/trois-incendies-en-moins-de-12-heures-a-saint-felicien-appel-a-la-prudence-9181f66f60e5f8bd4c8d9af550a1dd02,2021-07-03 11:17:00
Saint-Félicien ,accident,10,Le Quotidien - Groupe Capitales Médias,Accident mortel à Saint-Prime: l'identité de la victime dévoilée,2021-04-08,86,https://www.lequotidien.com/actualites/justice-et-faits-divers/accident-mortel-a-saint-prime-lidentite-de-la-victime-devoilee-c5badaec64b9f50ab8ac19244b47fdeb,2021-07-03 11:17:01
