Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie
Rawdon ,élection OR campagne,1,L'Action,Des citoyens mécontents de l'absence de traverse-piétonnière,2021-06-08,25,https://www.laction.com/article/2021/06/08/des-citoyens-mecontents-de-l-absence-de-traverse-pietonniere,2021-07-03 17:24:40
Rawdon ,élection OR campagne,2,Plume Libre Montcalm,Plume Libre - Campagne de vaccination contre la COVID-19,2021-06-09,24,https://plumelibre.ca/index.php/toutes-les-municipalites/campagne-de-vaccination-contre-la-covid-19,2021-07-03 17:24:41
Rawdon ,élection OR campagne,3,Mon Joliette,Plus de 300 000 doses de vaccin administrées dans Lanaudière,2021-06-07,26,https://monjoliette.com/plus-de-300-000-doses-de-vaccin-administrees-dans-lanaudiere/,2021-07-03 17:24:41
Rawdon ,élection OR campagne,4,L'Action,21 avril 2021 La démocratie chancelante de Rawdon,2021-04-21,73,https://www.laction.com/article/2021/04/21/la-democratie-chancelante-de-rawdon,2021-07-03 17:24:41
Rawdon ,élection OR campagne,5,ICI.Radio-Canada.ca,Un incendie force l'évacuation d'une résidence pour personnes âgées à Rawdon,2021-03-07,118,https://ici.radio-canada.ca/nouvelle/1775520/rawdon-incendie-residence-personnes-agees-evacuation,2021-07-03 17:24:41
Rawdon ,élection OR campagne,6,L'Action,Campagne de financement pour l'école Saint-Théodore-de-Chertsey 29 avril,2021-04-29,65,https://www.laction.com/article/2021/04/29/campagne-de-financement-pour-l-ecole-saint-theodore-de-chertsey,2021-07-03 17:24:41
Rawdon ,élection OR campagne,7,Le Journal de Joliette,Trois sites de vaccination dans Lanaudière,2021-02-25,128,https://www.lejournaldejoliette.ca/actualites/societe/418853/trois-sites-de-vaccination-dans-lanaudiere,2021-07-03 17:24:42
Rawdon ,élection OR campagne,8,TVA Nouvelles,Une fillette de 8 ans sauve la messe de minuit à Rawdon,2020-12-24,191,https://www.tvanouvelles.ca/2020/12/24/une-fillette-de-8-ans-sauve-la-messe-de-minuit-a-rawdon,2021-07-03 17:24:42
Rawdon ,élection OR campagne,9,L'Action,Prolongement de l'autoroute 25 / Une annonce qui réjouit le maire de Rawdon,2020-09-28,278,https://www.laction.com/article/2020/09/28/une-annonce-qui-rejouit-le-maire-de-rawdon,2021-07-03 17:24:42
Rawdon ,élection OR campagne,10,Plume Libre Montcalm,La campagne de vaccination contre la COVID-19 se poursuit dans Lanaudière,2021-01-16,168,https://www.plumelibre.ca/toutes-les-municipalites/la-campagne-de-vaccination-contre-la-covid-19-se-poursuit-dans-lanaudiere,2021-07-03 17:24:42
Rawdon ,élection OR campagne,11,L'Action,Un nouveau parti politique voit le jour à Rawdon,,,https://www.laction.com/article/2019/12/12/un-nouveau-parti-politique-voit-le-jour-a-rawdon,2021-07-03 17:24:42
Rawdon ,élection OR campagne,12,L'Action,Une diminution de la taxe foncière pour pallier le nouveau rôle d'évaluation,2020-12-18,197,https://www.laction.com/article/2020/12/18/une-diminution-de-la-taxe-fonciere-pour-pallier-le-nouveau-role-d-evaluation,2021-07-03 17:24:42
Rawdon ,élection OR campagne,13,ICI.Radio-Canada.ca,Les cascades de Rawdon fermées en réaction aux foules trop importantes | Coronavirus,,,https://ici.radio-canada.ca/nouvelle/1714526/cascades-rawdon-fermeture-foule-coronavirus,2021-07-03 17:24:43
Rawdon ,élection OR campagne,14,Mon Joliette,Lavaltrie lance une campagne de sensibilisation Accueil,2021-05-14,50,https://monjoliette.com/lavaltrie-lance-une-campagne-de-sensibilisation/,2021-07-03 17:24:43
Rawdon ,élection OR campagne,15,Mon Joliette,Campagne de vaccination : Un site ambulatoire à Saint-Gabriel-de-Brandon et Saint-Jean-de-Matha dès le 5 mars,2021-03-03,122,https://monjoliette.com/campagne-de-vaccination-un-site-ambulatoire-a-saint-gabriel-de-brandon-et-saint-jean-de-matha-des-le-5-mars/,2021-07-03 17:24:43
Rawdon ,élection OR campagne,16,La Presse,Internet haute vitesse: la guerre des poteaux,2020-07-25,343,https://www.lapresse.ca/actualites/2020-07-25/internet-haute-vitesse-la-guerre-des-poteaux.php,2021-07-03 17:24:43
Rawdon ,élection OR campagne,17,L'Action,Les entrepreneurs de Lanaudière ont répondu présent,2021-04-28,66,https://www.laction.com/article/2021/04/28/les-entrepreneurs-de-lanaudiere-ont-repondu-present,2021-07-03 17:24:43
Rawdon ,élection OR campagne,18,Plume Libre Montcalm,Campagne de vaccination contre la COVID-19 - Annonce de deux sites de vaccination de masse dans le secteur sud de Lanaudière,2021-03-09,116,https://plumelibre.ca/index.php/toutes-les-municipalites/campagne-de-vaccination-contre-la-covid-19-annonce-de-deux-sites-de-vaccination-de-masse-dans-le-secteur-sud-de-lanaudi%C3%A8re,2021-07-03 17:24:44
