Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie
Sainte-Agathe-des-Monts ,accident,1,Journal Accès,Trottoir à Sainte-Adèle - Accès Laurentides,2021-06-28,5,https://www.journalacces.ca/trottoir-a-sainte-adele/,2021-07-03 11:54:45
Sainte-Agathe-des-Monts ,accident,2,Pole-Position magazine,10 juin : Brian Redman grièvement blessé lors d'un accident à bord d'une Can-Am au Mont-Tremblant en 1977,2021-06-10,23,https://www.poleposition.ca/actualite/2021/06/10/10-juin-brian-redman-grievement-blesse-lors-dun-accident-a-bord-dune-can-am-au-mont-tremblant-en-1977/,2021-07-03 11:54:46
Sainte-Agathe-des-Monts ,accident,3,Le Journal de Montréal,Une jeune femme chanceuse d'être toujours en vie dénonce l'état du réseau routier,2020-08-17,320,https://www.journaldemontreal.com/2020/08/17/une-jeune-femme-chanceuse-detre-toujours-en-vie-denonce-letat-du-reseau-routier,2021-07-03 11:54:46
Sainte-Agathe-des-Monts ,accident,4,TVA Nouvelles,Sainte-Agathe-des-Monts sous le choc au lendemain du décès d'un ado,,,https://www.tvanouvelles.ca/2019/09/13/sainte-agathe-des-monts-sous-le-choc-au-lendemain-du-deces-dun-ado,2021-07-03 11:54:46
Sainte-Agathe-des-Monts ,accident,5,Courrier Laval,"Policiers blessés dans une poursuite entre Laval, Montréal et Rivière-Rouge",2021-03-04,121,https://courrierlaval.com/policiers-blesses-dans-une-poursuite-entre-laval-montreal-et-riviere-rouge/,2021-07-03 11:54:46
Sainte-Agathe-des-Monts ,accident,6,Le Journal de Montréal,"Égypte: 11 morts, près de 100 blessés dans un accident de train",2021-04-18,76,https://www.journaldemontreal.com/2021/04/18/egypte-pres-de-100-blesses-dans-un-nouvel-accident-de-train,2021-07-03 11:54:46
Sainte-Agathe-des-Monts ,accident,7,Le Journal de Montréal,Accident d'escalade: un homme grièvement blessé,2020-09-06,300,https://www.journaldemontreal.com/2020/09/06/accident-descalade-un-homme-grievement-blesse,2021-07-03 11:54:46
Sainte-Agathe-des-Monts ,accident,8,Le Journal de Montréal,Collision frontale mortelle à Sainte-Agathe-des-Monts,,,https://www.journaldemontreal.com/2019/07/01/un-blesse-grave-dans-une-collision-frontale-a-sainte-agathe-des-monts,2021-07-03 11:54:47
Sainte-Agathe-des-Monts ,accident,9,Le Journal de Québec,Le Hells «Ti-Paul» Magnan se tue dans un accident de moto en Mauricie,2021-04-15,79,https://www.journaldequebec.com/2021/04/15/le-hells-ti-paul-magnan-se-tue-dans-un-accident-de-moto-en-mauricie,2021-07-03 11:54:47
Sainte-Agathe-des-Monts ,accident,10,Zone911,Rassemblement dans des chalets: Près d'une centaine de personnes interpelées,2021-03-10,115,https://zone911.com/scenes-policieres/30536-rassemblement-dans-des-chalets-pres-d-une-centaine-de-personnes-interpelees,2021-07-03 11:54:47
Sainte-Agathe-des-Monts ,accident,11,TVA Nouvelles,Mexique: les proches de l'accident de métro recevront des indemnités,2021-05-08,56,https://www.tvanouvelles.ca/2021/05/08/mexique-les-proches-de-laccident-de-metro-recevront-des-indemnites,2021-07-03 11:54:47
Sainte-Agathe-des-Monts ,accident,12,Le Journal de Montréal,Une grave collision fait un mort à Sainte-Eulalie,2021-01-08,176,https://www.journaldemontreal.com/2021/01/08/grave-accident-de-la-route-a-sainte-eulalie,2021-07-03 11:54:47
Sainte-Agathe-des-Monts ,accident,13,TVA Nouvelles,Accident grave au Témiscouata: un mineur perd la vie dans un face-à-face,2021-01-23,161,https://www.tvanouvelles.ca/2021/01/23/accident-grave-au-temiscouata-un-mineur-entre-la-vie-et-la-mort-1,2021-07-03 11:54:48
Sainte-Agathe-des-Monts ,accident,14,Journal Accès,Meurtre à Sainte-Adèle : La victime Yoan Lauzon possédait un casier judiciaire - Accès Laurentides,2020-10-19,257,https://www.journalacces.ca/meurtre-a-sainte-adele-la-victime-yoan-lauzon-possedait-un-casier-judiciaire/,2021-07-03 11:54:48
Sainte-Agathe-des-Monts ,accident,15,Le Journal de Québec,«À l'Hôtel des Pays d'en haut» de Maryse Rouy: Noël à Sainte-Agathe... en 1925!,2020-12-20,195,https://www.journaldequebec.com/2020/12/20/a-lhotel-des-pays-den-haut-noel-a-sainte-agathe-en-1925,2021-07-03 11:54:48
Sainte-Agathe-des-Monts ,accident,16,TVA Nouvelles,Une femme lutte pour sa vie après une violente collision frontale,,,https://www.tvanouvelles.ca/2017/06/25/plusieurs-blesses-dans-un-violent-face-a-face,2021-07-03 11:54:48
Sainte-Agathe-des-Monts ,accident,17,Le Journal de Montréal,Sortie de route à Saint-Norbert: le conducteur n'avait pas le droit de conduire au Québec,2021-04-17,77,https://www.journaldemontreal.com/2021/04/17/sortie-de-route-a-saint-norbert--le-conducteur-navait-pas-le-droit-de-conduire-au-quebec-1,2021-07-03 11:54:48
Sainte-Agathe-des-Monts ,accident,18,Le Journal de Montréal,Val-David dit non à l'asphalte,2020-08-07,330,https://www.journaldemontreal.com/2020/08/07/val-david-dit-non-a-lasphalte,2021-07-03 11:54:48
Sainte-Agathe-des-Monts ,accident,19,Le Journal de Montréal,"Taïwan: un train déraille dans un tunnel, au moins 50 morts",2021-04-02,92,https://www.journaldemontreal.com/2021/04/02/deraillement-dun-train-a-taiwan-au-moins-36-personnes-seraient-decedees,2021-07-03 11:54:49
Sainte-Agathe-des-Monts ,accident,20,Le Droit - Groupe Capitales Médias,Regard sur certaines des visites du prince Philip au Canada au fil des ans [PHOTOS],2021-04-09,85,https://www.ledroit.com/actualites/regard-sur-certaines-des-visites-du-prince-philip-au-canada-au-fil-des-ans-photos-528f85b467233aebbd3f33eaed5a3e0a,2021-07-03 11:54:49
Sainte-Agathe-des-Monts ,accident,21,TVA Nouvelles,L'enfant de 10 ans succombe à ses blessures après le grave accident à Sherbrooke,2021-01-18,166,https://www.tvanouvelles.ca/2021/01/18/lenfant-de-10-ans-succombe-a-ses-blessures-apres-un-grave-accident-a-sherbrooke,2021-07-03 11:54:49
Sainte-Agathe-des-Monts ,accident,22,Le Journal de Montréal,Collisions: deux morts à Mandeville et Kazabazua,2021-02-25,128,https://www.journaldemontreal.com/2021/02/25/collisions-deux-morts-a-mandeville-et-kazabazua,2021-07-03 11:54:49
Sainte-Agathe-des-Monts ,accident,23,Le Journal de Québec,Accident mortel à Orford: un homme de 85 ans succombe à ses blessures,2021-03-19,106,https://www.journaldequebec.com/2021/03/19/accident-mortel-a-orford-un-homme-de-85-ans-succombe-a-ses-blessures,2021-07-03 11:54:50
Sainte-Agathe-des-Monts ,accident,24,Le Journal de Montréal,Santé Un record d'enfants blessés en luge,2021-01-08,176,https://www.journaldemontreal.com/2021/01/08/un-record-denfants-blesses-en-luge,2021-07-03 11:54:50
Sainte-Agathe-des-Monts ,accident,25,Le Journal de Montréal,Drame à La Conception: «Il a tout tenté» pour les sauver,2020-08-09,328,https://www.journaldemontreal.com/2020/08/08/drame-a-la-conception--lidentite-du-pere-devoilee,2021-07-03 11:54:50
Sainte-Agathe-des-Monts ,décès OR mort,1,Réseau d'Information Municipale,Sainte-Agathe-des-Monts - Mort d'un élève de la Polyvalente des Monts en 2019 : la Ville rejette toute responsabilité,2021-06-10,23,https://rimq.qc.ca/article/municipal/categorie/ethique/150/904051/mort-d-un-eleve-de-la-polyvalente-des-monts-en-2019-la-ville-rejette-toute-responsabilite.html,2021-07-03 11:55:25
Sainte-Agathe-des-Monts ,décès OR mort,2,NecrologieCanada,Odette Etienne nee Dufourg 2021,2021-06-27,6,https://necrocanada.com/deces-2021/odette-etienne-nee-dufourg-2021/,2021-07-03 11:55:25
Sainte-Agathe-des-Monts ,décès OR mort,3,NecrologieCanada,MACDONALD Ronald 19492021,2021-06-14,19,https://necrocanada.com/deces-2021/macdonald-ronald-19492021/,2021-07-03 11:55:25
Sainte-Agathe-des-Monts ,décès OR mort,4,Le Journal de Montréal,"LAPORTE, Raymond",2021-06-09,24,https://www.journaldemontreal.com/2021/06/09/06422b9534/laporte-raymond,2021-07-03 11:55:25
Sainte-Agathe-des-Monts ,décès OR mort,5,NecrologieCanada,Jacques Laliberte 2021,2021-06-17,16,https://necrocanada.com/deces-2021/jacques-laliberte-2021/,2021-07-03 11:55:26
Sainte-Agathe-des-Monts ,décès OR mort,6,Le Journal de Montréal,Sainte-Agathe-des-Monts sous le choc au lendemain du décès d'un ado,,,https://www.journaldemontreal.com/2019/09/13/sainte-agathe-des-monts-sous-le-choc-au-lendemain-du-deces-dun-ado-1,2021-07-03 11:55:26
Sainte-Agathe-des-Monts ,décès OR mort,7,Le Journal de Montréal,"Circé, Pierre",2021-02-10,143,https://www.journaldemontreal.com/2021/02/10/a25137568e/circe-pierre,2021-07-03 11:55:26
Sainte-Agathe-des-Monts ,décès OR mort,8,Le Journal de Québec,Sainte-Agathe-des-Monts: magnifique propriété avec vue exceptionnelle sur les montagnes,2021-04-30,64,https://www.journaldequebec.com/2021/04/30/sainte-agathe-des-monts-magnifique-propriete-avec-vue-exceptionnelle-sur-les-montagnes-et-une-superbe-terrasse,2021-07-03 11:55:26
Sainte-Agathe-des-Monts ,décès OR mort,9,NecrologieCanada,Michele Roger Nee Theberge 19462021,2021-05-19,45,https://necrocanada.com/deces-2021/michele-roger-nee-theberge-19462021/,2021-07-03 11:55:26
Sainte-Agathe-des-Monts ,décès OR mort,10,Le Journal de Montréal,Drame à La Conception: «Il a tout tenté» pour les sauver,2020-08-09,328,https://www.journaldemontreal.com/2020/08/08/drame-a-la-conception--lidentite-du-pere-devoilee,2021-07-03 11:55:26
