Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie
Sainte-Julie ,accident,1,Zone911,Accident sur l'autoroute 20 près de Sainte-Julie,,,https://zone911.com/accidents/28911-accident-sur-l-autoroute-20-pres-de-sainte-julie,2021-07-03 12:00:31
Sainte-Julie ,accident,2,LaPresse.ca,Accident mortel sur l'A20 Est près de Sainte-Julie,,,https://www.lapresse.ca/actualites/justice-et-faits-divers/faits-divers/201706/19/01-5108835-accident-mortel-sur-la20-est-pres-de-sainte-julie.php,2021-07-03 12:00:31
Sainte-Julie ,accident,3,La Releve,Accident sur la 20 : un jeune homme de 21 ans perd la vie,2020-08-25,312,https://www.lareleve.qc.ca/2020/08/25/accident-sur-la-20-un-jeune-homme-de-21-ans-perd-la-vie/,2021-07-03 12:00:31
Sainte-Julie ,accident,4,Le Journal de Montréal,Sainte-Julie: un mort et un blessé grave dans un accident de la route,,,https://www.journaldemontreal.com/2019/12/13/sainte-julie-un-mort-et-un-blesse-grave-dans-un-accident-de-la-route-1,2021-07-03 12:00:31
Sainte-Julie ,accident,5,TVA Nouvelles,Un motoneigiste meurt après avoir heurté un poteau à Rougemont,2021-01-25,159,https://www.tvanouvelles.ca/2021/01/25/un-motoneigiste-meurt-apres-avoir-heurte-un-poteau-a-rougemont,2021-07-03 12:00:32
Sainte-Julie ,accident,6,Le Nouvelliste - Groupe Capitales Médias,Accident à Sainte-Eulalie: l'identité de la victime dévoilée,2021-01-11,173,https://www.lenouvelliste.ca/actualites/justice-et-faits-divers/accident-a-sainte-eulalie-lidentite-de-la-victime-devoilee-60040cb7e7ef5d5a299ed360471db7c9,2021-07-03 12:00:32
Sainte-Julie ,accident,7,La Voix de l'est - Groupe Capitales Médias,Un motoneigiste de 23 ans perd la vie à Rougemont,2021-01-24,160,https://www.lavoixdelest.ca/actualites/un-motoneigiste-de-23-ans-perd-la-vie-a-rougemont-2c3cc25f30cdb9d77171834842e38f6c,2021-07-03 12:00:32
Sainte-Julie ,accident,8,iHeartRadio,SAINTE-JULIE: Pas de nouveau mandat pour Suzanne Roy,2021-05-04,60,https://www.iheartradio.ca/boom/boom-1041/nouvelles/sainte-julie-pas-de-nouveau-mandat-pour-suzanne-roy-1.15128850,2021-07-03 12:00:32
Sainte-Julie ,accident,9,La Releve,Accident mortel pour un motoneigiste de Contrecœur,2021-02-28,125,https://www.lareleve.qc.ca/2021/02/28/accident-mortel-pour-un-motoneigiste-de-contrecoeur/,2021-07-03 12:00:32
Sainte-Julie ,accident,10,Le Journal de Montréal,Mort en auto plutôt que du cancer,2020-08-26,311,https://www.journaldemontreal.com/2020/08/26/mort-en-auto-plutot-que-du-cancer,2021-07-03 12:00:32
Sainte-Julie ,accident,11,Beauce-Média,Une motocycliste perd la vie à Saint-Joseph-des-Érables,2021-04-24,70,https://www.beaucemedia.ca/2021/04/24/une-motocycliste-perd-la-vie-a-saint-joseph-des-erables/,2021-07-03 12:00:33
Sainte-Julie ,accident,12,Zone911,L'accident de St-Ferréol-les-Neiges a fait un décès (SUIVI),2021-04-06,88,https://zone911.com/accidents/30638-l-accident-de-st-ferreol-les-neiges-a-fait-un-deces-suivi,2021-07-03 12:00:33
Sainte-Julie ,accident,13,Zone911,St-Hugues : Un motocycliste perd la vie suite à une embardée,2021-04-09,85,https://zone911.com/accidents/30655-st-hugues-un-motocycliste-perd-la-vie-suite-a-une-embardee,2021-07-03 12:00:33
Sainte-Julie ,accident,14,La Releve,Une voiture plonge dans le Saint-Laurent,2021-04-11,83,https://www.lareleve.qc.ca/2021/04/11/une-voiture-plonge-dans-le-saint-laurent/,2021-07-03 12:00:33
Sainte-Julie ,accident,15,Le Journal de Montréal,Un funeste début de saison pour les motocyclistes au Québec,2021-05-15,49,https://www.journaldemontreal.com/2021/05/14/un-funeste-debut-de-saison-pour-les-motocyclistes-au-quebec,2021-07-03 12:00:34
Sainte-Julie ,accident,16,Le Journal de Montréal,Les miraculés: sur ses patins grâce au Botox,2020-12-24,191,https://www.journaldemontreal.com/2020/12/24/les-miracules-sur-ses-patins-grace-au-botox,2021-07-03 12:00:34
Sainte-Julie ,accident,17,Le Journal de Montréal,Saint-Amable: une petite de 18 mois se noie dans une piscine creusée,2020-08-16,321,https://www.journaldemontreal.com/2020/08/16/saint-amable-une-fillette-de-18-mois-trouvee-inconsciente-dans-une-piscine,2021-07-03 12:00:34
Sainte-Julie ,accident,18,La Releve,"Accident de moto à Saint-Marc-sur-Richelieu: La victime, un Amablien père de deux enfants",2020-09-18,288,https://www.lareleve.qc.ca/2020/09/18/accident-de-moto-a-saint-marc-sur-richelieu/,2021-07-03 12:00:34
Sainte-Julie ,accident,19,Zone911,Grave accident sur l'autoroute 20 : un travailleur est décédé et un autre blessé,2021-04-08,86,https://zone911.com/accidents/30647-grave-accident-sur-l-autoroute-20-un-travailleur-est-decede-et-un-autre-blesse,2021-07-03 12:00:35
Sainte-Julie ,accident,20,La Nouvelle Union,Un voleur de Victo arrêté au terme d'une poursuite,2021-04-08,86,https://www.lanouvelle.net/2021/04/08/un-voleur-de-victo-arrete-au-terme-dune-poursuite/,2021-07-03 12:00:35
Sainte-Julie ,accident,21,TVA Nouvelles,25 000 $ oubliés... sur les lieux d'un accident,2021-05-13,51,https://www.tvanouvelles.ca/2021/05/13/25-000--oublies-sur-les-lieux-dun-accident,2021-07-03 12:00:35
Sainte-Julie ,accident,22,Zone911,DERNIÈRE HEURE : Incendie majeur dans un immeuble de 40 logements,2020-10-14,262,https://zone911.com/incendies/29895-derniere-heure-incendie-majeur-dans-un-immeuble-de-40-logements,2021-07-03 12:00:35
Sainte-Julie ,accident,23,Le Journal de Montréal,Sainte-Julie: un drame évité de peu sur l'autoroute 20,,,https://www.journaldemontreal.com/2019/01/21/grave-accident-circulation-au-ralentie-sur-la-20,2021-07-03 12:00:35
Sainte-Julie ,accident,24,Les 2 Rives,Ils conçoivent des cotons ouatés en hommage...,2020-12-15,200,https://www.les2rives.com/ils-concoivent-des-cotons-ouates-en-hommage-a-leur-ami-decede/,2021-07-03 12:00:36
Sainte-Julie ,accident,25,Le Journal de Montréal,La Ville de Sainte-Julie ne veut pas d'alligators,,,https://www.journaldemontreal.com/2020/02/05/sainte-julie-une-fillette-est-mordue-par-un-alligator,2021-07-03 12:00:36
Sainte-Julie ,décès OR mort,1,NecrologieCanada,Catherine DE REPENTIGNY 1976,2021-07-02,1,https://necrocanada.com/deces-2021/catherine-de-repentigny-1976/,2021-07-03 12:01:11
Sainte-Julie ,décès OR mort,2,NecrologieCanada,Benoit TOUPIN 1949,2021-06-28,5,https://necrocanada.com/deces-2021/benoit-toupin-1949/,2021-07-03 12:01:11
Sainte-Julie ,décès OR mort,3,NecrologieCanada,Bouchard Ginette 19452021,2021-07-02,1,https://necrocanada.com/deces-2021/bouchard-ginette-19452021/,2021-07-03 12:01:11
Sainte-Julie ,décès OR mort,4,NecrologieCanada,Françoise PARe nee LeBlanc 1931,2021-06-30,3,https://necrocanada.com/deces-2021/francoise-pare-nee-leblanc-1931/,2021-07-03 12:01:12
Sainte-Julie ,décès OR mort,5,NecrologieCanada,Julie Thibodeau 2021,2021-07-02,1,https://necrocanada.com/deces-2021/julie-thibodeau-2021/,2021-07-03 12:01:12
Sainte-Julie ,décès OR mort,6,NecrologieCanada,Jean-David MALENFANT 1941,2021-07-02,1,https://necrocanada.com/deces-2021/jean-david-malenfant-1941/,2021-07-03 12:01:12
Sainte-Julie ,décès OR mort,7,Le Devoir,L'auteur du meurtre de Lisette Corbeil tenait des propos inquiétants depuis des mois,2021-06-11,22,https://www.ledevoir.com/societe/609888/12e-feminicide-au-quebec-david-joly-tenait-des-propos-inquietants,2021-07-03 12:01:12
Sainte-Julie ,décès OR mort,8,NecrologieCanada,Le Houillier Serge 19472021,2021-06-22,11,https://necrocanada.com/deces-2021/le-houillier-serge-19472021/,2021-07-03 12:01:12
