Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie
La Malbaie ,accident,1,Le Journal de Québec,Un homme grièvement blessé dans un accident de voiture à La Malbaie,2021-05-29,35,https://www.journaldequebec.com/2021/05/28/un-homme-gravement-blesse-dans-un-accident-de-voiture-a-la-malbaie-1,2021-07-03 08:35:50
La Malbaie ,accident,2,Le Soleil - Groupe Capitales Médias,Le Spectacle aérien de Bagotville mettra de l'action dans le ciel de Québec le 26 juin [PHOTOS],2021-06-19,14,https://www.lesoleil.com/actualite/le-spectacle-aerien-de-bagotville-mettra-de-laction-dans-le-ciel-de-quebec-le-26-juin-photos-c2dd2cc9d6a48b980b22643c98203274,2021-07-03 08:35:50
La Malbaie ,accident,3,CIMT-CHAU,Accident entre une voiture et un chevreuil à La Malbaie,2021-04-06,88,https://cimtchau.ca/nouvelles/accident-entre-une-voiture-et-un-chevreuil-a-la-malbaie/,2021-07-03 08:35:51
La Malbaie ,accident,4,CIMT-CHAU,Une femme de La Malbaie arrêtée pour conduite avec les facultés affaiblies,2021-03-01,124,https://cimtchau.ca/nouvelles/accident-de-voiture-a-saint-aime-des-lacs/,2021-07-03 08:35:51
La Malbaie ,accident,5,CIMT-CHAU,Embardée sur le Boulevard Malcolm-Fraser à La Malbaie,2021-03-26,99,https://cimtchau.ca/nouvelles/embardee-sur-le-boulevard-malcolm-fraser-a-la-malbaie/,2021-07-03 08:35:51
La Malbaie ,accident,6,CIMT-CHAU,Feu de forêt déclaré à La Malbaie - TVA CIMT CHAU,2021-04-18,76,https://cimtchau.ca/nouvelles/feu-de-foret-declare-a-la-malbaie/,2021-07-03 08:35:51
La Malbaie ,accident,7,Zone911,INFO EN BREF : Deux véhicules en feu et 4 motos impliquées dans un accident,2020-09-26,280,https://zone911.com/accidents/29811-info-en-bref-deux-vehicules-en-feu-et-4-motos-impliquees-dans-un-accident,2021-07-03 08:35:52
La Malbaie ,accident,8,CIMT-CHAU,Un incendie ravage une écurie à La Malbaie,2021-04-25,69,https://cimtchau.ca/nouvelles/un-incendie-ravage-une-ecurie-a-la-malbaie/,2021-07-03 08:35:52
La Malbaie ,accident,9,CIMT-CHAU,Homme recherché après une perquisition de stupéfiants à La Malbaie,2021-02-24,129,https://cimtchau.ca/nouvelles/homme-recherche-apres-une-perquisition-de-stupefiants-a-la-malbaie/,2021-07-03 08:35:52
La Malbaie ,accident,10,Le Journal de Québec,Un accident de la route fait quatre blessés à Saguenay,2021-05-24,40,https://www.journaldequebec.com/2021/05/24/un-accident-de-la-route-fait-quatre-blessees-a-saguenay-1,2021-07-03 08:35:52
La Malbaie ,accident,11,Zone911,Québec : Accident sur le chemin de la Grande-Ligne,2021-05-29,35,https://zone911.com/accidents/30884-quebec-accident-sur-le-chemin-de-la-grande-ligne,2021-07-03 08:35:52
La Malbaie ,accident,12,Le Journal de Québec,Un jeune quadiste meurt dans Charlevoix-Est,2020-09-27,279,https://www.journaldequebec.com/2020/09/27/un-jeune-quadiste-meurt-dans-charlevoix-est,2021-07-03 08:35:53
La Malbaie ,accident,13,Le Journal de Québec,Boutique LAVUE.CA de La Malbaie,2021-02-12,141,https://www.journaldequebec.com/2021/02/12/boutique-lavueca-de-la-malbaie,2021-07-03 08:35:53
La Malbaie ,accident,14,Le Journal de Québec,Charlevoix: funeste début de semaine de relâche | JDQ,,,https://www.journaldequebec.com/2020/03/01/grave-accident-de-ski-au-mont-grand-fonds-dans-charlevoix,2021-07-03 08:35:53
La Malbaie ,accident,15,ICI.Radio-Canada.ca,La terre tremble à nouveau dans Charlevoix,2020-12-28,187,https://ici.radio-canada.ca/nouvelle/1759724/seisme-region-charlevoix-epicentre-la-malbaie,2021-07-03 08:35:53
La Malbaie ,accident,16,TVA Nouvelles,"La police connaît la cause de l'accident de Woods, mais ne la divulgue pas",2021-03-31,94,https://www.tvanouvelles.ca/2021/03/31/la-police-connait-la-cause-de-laccident-de-woods-mais-ne-la-divulgue-pas,2021-07-03 08:35:54
La Malbaie ,accident,17,Le Journal de Québec,Beauce: un septuagénaire perd la vie après un accident sur un lot à bois,2021-01-16,168,https://www.journaldequebec.com/2021/01/15/beauce-un-septuagenaire-lutte-pour-sa-vie-apres-un-accident-sur-un-lot-a-bois,2021-07-03 08:35:54
La Malbaie ,accident,18,TVA Nouvelles,Accident de travail: un sexagénaire lutte pour sa vie à Saint-Adalbert,2021-02-08,145,https://www.tvanouvelles.ca/2021/02/08/accident-de-travail-un-sexagenaire-lutte-pour-sa-vie-a-saint-adalbert-1,2021-07-03 08:35:54
La Malbaie ,accident,19,Zone911,Incendie dans une résidence de Saint-Siméon - Actualités,2020-09-30,276,https://zone911.com/incendies/29826-incendie-dans-une-residence-de-saint-simeon,2021-07-03 08:35:54
La Malbaie ,accident,20,Ma Côte-Nord,"Le syndrome de la traverse, un enjeu de sécurité en faveur d'un pont",2021-03-22,103,https://macotenord.com/le-syndrome-de-la-traverse-un-enjeu-de-securite-en-faveur-dun-pont/,2021-07-03 08:35:54
La Malbaie ,accident,21,CIMT-CHAU,Une femme de 27 ans périt dans une explosion à Caplan,2021-04-26,68,https://cimtchau.ca/nouvelles/une-femme-de-27-ans-perit-dans-une-explosion-a-caplan/,2021-07-03 08:35:55
La Malbaie ,accident,22,Zone911,Une femme victime d'un homicide dans la région de Charlevoix,2021-04-12,82,https://zone911.com/scenes-policieres/30663-une-femme-victime-d-un-homicide-dans-la-region-de-charlevoix,2021-07-03 08:35:55
La Malbaie ,accident,23,TVA Nouvelles,Un funeste début de saison pour les motocyclistes au Québec,2021-05-15,49,https://www.tvanouvelles.ca/2021/05/15/un-funeste-debut-de-saison-pour-les-motocyclistes-au-quebec,2021-07-03 08:35:55
La Malbaie ,accident,24,Le Journal de Québec,COVID-19 Éclosion à l'hôpital de La Malbaie,2020-10-20,256,https://www.journaldequebec.com/2020/10/20/eclosion-a-lhopital-de-la-malbaie-encore-des-chirurgies-reportees,2021-07-03 08:35:55
La Malbaie ,accident,25,CIMT-CHAU,Facultés affaiblies causant la mort : les proches d'une victime lancent un message,2021-05-04,60,https://cimtchau.ca/nouvelles/facultes-affaiblies-causant-la-mort-les-proches-dune-victime-lancent-un-message/,2021-07-03 08:35:55
La Malbaie ,décès OR mort,1,Le Soleil - Groupe Capitales Médias,La mort lente des clés de métal | Actualités,2021-07-03,0,https://www.lesoleil.com/actualite/la-mort-lente-des-cles-de-metal-f6a7a29639828b4096f79adebd72e21b,2021-07-03 08:36:32
La Malbaie ,décès OR mort,2,NecrologieCanada,Tremblay Carmen 3 Juil 1938 20 Jan 2021,2021-07-01,2,https://necrocanada.com/deces-2021/tremblay-carmen-3-juil-1938-20-jan-2021/,2021-07-03 08:36:32
La Malbaie ,décès OR mort,3,NecrologieCanada,Jean-Guy Lavoie 6 novembre 1941,2021-06-14,19,https://necrocanada.com/deces-2021/jean-guy-lavoie-6-novembre-1941/,2021-07-03 08:36:32
La Malbaie ,décès OR mort,4,NecrologieCanada,Jacky Calvet 24 août 1942 16 juin 2021,2021-06-22,11,https://necrocanada.com/deces-2021/jacky-calvet-24-aout-1942-16-juin-2021/,2021-07-03 08:36:32
La Malbaie ,décès OR mort,5,NecrologieCanada,Duguay Claude 19 Sep 1937 20 Juin 2021,2021-06-22,11,https://necrocanada.com/deces-2021/duguay-claude-19-sep-1937-20-juin-2021/,2021-07-03 08:36:33
La Malbaie ,décès OR mort,6,NecrologieCanada,Audet Lise 10 Oct 1941 6 Juin 2021,2021-06-07,26,https://necrocanada.com/deces-2021/audet-lise-10-oct-1941-6-juin-2021/,2021-07-03 08:36:33
La Malbaie ,décès OR mort,7,NecrologieCanada,Therese Morin 31 août 1952 8 juin 2021,2021-06-15,18,https://necrocanada.com/deces-2021/therese-morin-31-aout-1952-8-juin-2021/,2021-07-03 08:36:33
La Malbaie ,décès OR mort,8,NecrologieCanada,Guay Clermont 6 Jan 1934 3 Juin 2021,2021-06-07,26,https://necrocanada.com/deces-2021/guay-clermont-6-jan-1934-3-juin-2021/,2021-07-03 08:36:33
La Malbaie ,décès OR mort,9,NecrologieCanada,Fortunat Leblanc 1956 –,2021-06-08,25,https://necrocanada.com/deces-2021/fortunat-leblanc-1956/,2021-07-03 08:36:33
La Malbaie ,décès OR mort,10,NecrologieCanada,BHeRER Julienne 1934 2021,2021-06-07,26,https://necrocanada.com/deces-2021/bherer-julienne-1934-2021/,2021-07-03 08:36:34
La Malbaie ,décès OR mort,11,Le Journal de Québec,Le party de la Saint-Jean à la télé: pour la suite de la musique en français,2021-06-19,14,https://www.journaldequebec.com/2021/06/19/le-party-de-la-saint-jean-a-la-tele-le-sens-de-la-fete,2021-07-03 08:36:34
La Malbaie ,décès OR mort,12,Le Journal de Montréal,Un autre été difficile attend les hôteliers montréalais,2021-06-05,28,https://www.journaldemontreal.com/2021/06/05/un-autre-ete-difficile-attend-les-hoteliers-montrealais,2021-07-03 08:36:34
La Malbaie ,décès OR mort,13,Le Journal de Québec,Un homme grièvement blessé dans un accident de voiture à La Malbaie,2021-05-29,35,https://www.journaldequebec.com/2021/05/28/un-homme-gravement-blesse-dans-un-accident-de-voiture-a-la-malbaie-1,2021-07-03 08:36:34
La Malbaie ,décès OR mort,14,Le Devoir,Un homme de La Malbaie formellement accusé du meurtre de son ex-conjointe,2021-04-13,81,https://www.ledevoir.com/societe/598725/feminicide-un-homme-de-la-malbaie-formellement-accuse-du-meurtre-de-son-ex-conjointe,2021-07-03 08:36:34
La Malbaie ,décès OR mort,15,NecrologieCanada,Emelda Gauthier 16 juillet 1925 5 mai 2021,2021-05-12,52,https://necrocanada.com/deces-2021/emelda-gauthier-16-juillet-1925-5-mai-2021/,2021-07-03 08:36:35
La Malbaie ,décès OR mort,16,Le Journal de Québec,"La Malbaie: villa moderne aux touches scandinaves, offrant une des plus belles vues du panorama de Charlevoix",2021-03-18,107,https://www.journaldequebec.com/2021/03/18/la-malbaie--villa-locative-moderne-aux-touches-scandinaves-offrant-une-des-plus-belles-vue-du-panorama-charlevoisien,2021-07-03 08:36:35
La Malbaie ,décès OR mort,17,NecrologieCanada,Martin Gauthier 9 juillet 1960 5 avril 2021,2021-04-09,85,https://necrocanada.com/deces-2021/martin-gauthier-9-juillet-1960-5-avril-2021/,2021-07-03 08:36:35
La Malbaie ,décès OR mort,18,NecrologieCanada,Yvon Brisson 3 juin 1944 21 mai 2021,2021-05-26,38,https://necrocanada.com/deces-2021/yvon-brisson-3-juin-1944-21-mai-2021/,2021-07-03 08:36:35
La Malbaie ,décès OR mort,19,Le Journal de Montréal,10 endroits magnifiques où faire du camping dans Charlevoix,2021-04-11,83,https://www.journaldemontreal.com/2021/04/11/10-endroits-magnifiques-ou-faire-du-camping-dans-charlevoix,2021-07-03 08:36:35
La Malbaie ,décès OR mort,20,NecrologieCanada,Georges A Desbiens 3 août 1930 9 mars 2021,2021-03-15,110,https://necrocanada.com/deces-2021/georges-a-desbiens-3-aout-1930-9-mars-2021/,2021-07-03 08:36:36
