Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie
Nicolet ,élection OR campagne,1,Le Courrier Sud,Spec-Tech s'implante dans l'ancien centre funéraire Rousseau,2021-06-29,4,https://www.lecourriersud.com/spec-tech-simplante-dans-lancien-centre-funeraire-rousseau/,2021-07-03 17:16:43
Nicolet ,élection OR campagne,2,Le Nouvelliste - Groupe Capitales Médias,Course à la mairie de Bécancour: Karl Grondin saute dans la mêlée,2021-07-02,1,https://www.lenouvelliste.ca/actualites/course-a-la-mairie-de-becancour-karl-grondin-saute-dans-la-melee-4a0053843e07379b6247e151554f04c8,2021-07-03 17:16:43
Nicolet ,élection OR campagne,3,Le Courrier Sud,« J'aime la vie »: le leitmotiv de l'heure!,2021-06-15,18,https://www.lecourriersud.com/jaime-la-vie-le-leitmotiv-de-lheure/,2021-07-03 17:16:43
Nicolet ,élection OR campagne,4,Le Courrier Sud,Centraide Centre-du-Québec investira 1 215 000$ dans la communauté,2021-06-22,11,https://www.lecourriersud.com/centraide-centre-du-quebec-investira-1-215-000-dans-la-communaute/,2021-07-03 17:16:43
Nicolet ,élection OR campagne,5,Le Nouvelliste - Groupe Capitales Médias,Pierre Michel Auger retire sa candidature à la mairie de Bécancour,2021-06-30,3,https://www.lenouvelliste.ca/actualites/pierre-michel-auger-retire-sa-candidature-a-la-mairie-de-becancour-ea4af6145972f5a39c7c4227af556dc6,2021-07-03 17:16:44
Nicolet ,élection OR campagne,6,Le Journal des Flandres,"Canton de Dunkerque 2 : quatre binômes, un favori",2021-06-16,17,https://www.lejournaldesflandres.fr/118219/article/2021-06-16/canton-de-dunkerque-2-quatre-binomes-un-favori,2021-07-03 17:16:44
Nicolet ,élection OR campagne,7,Le Nouvelliste - Groupe Capitales Médias,Incendie à Nicolet : «Les gens sont généreux» [VIDÉO],2021-02-22,131,https://www.lenouvelliste.ca/actualites/justice-et-faits-divers/incendie-a-nicolet--les-gens-sont-genereux-video-8257e2205c1d360eb80a758322e9dd44,2021-07-03 17:16:44
Nicolet ,élection OR campagne,8,Le Courrier Sud,Nicolet a remis près de 4500$ en soutien au Noël du Pauvre,2021-01-24,160,https://www.lecourriersud.com/nicolet-a-remis-pres-de-4500-en-soutien-au-noel-du-pauvre/,2021-07-03 17:16:45
Nicolet ,élection OR campagne,9,Le Devoir,Musique Du balcon à la campagne,2021-05-21,43,https://www.ledevoir.com/culture/musique/603356/musique-du-balcon-a-la-campagne,2021-07-03 17:16:45
Nicolet ,élection OR campagne,10,Le Courrier Sud,"Élections municipales: qui revient, qui part dans la MRC de Nicolet-Yamaska?",2021-05-12,52,https://www.lecourriersud.com/elections-municipales-qui-revient-qui-part-dans-la-mrc-de-nicolet-yamaska/,2021-07-03 17:16:45
