Type_media,hors Québec,hors Québec,hors Québec,local/regional,local/regional,local/regional,national,national,national,non media,non media,non media
Cookshire-Eaton,0.0,121.5,254.0,196.3177046885934,152.42607526881721,206.30976430976432,149.35576923076923,167.81632653061226,194.35616438356163,118.07894736842105,152.53333333333333,32.0
Cowansville,0.0,1.0,270.0,123.35165421558165,127.71471471471472,140.6352657004831,146.9402985074627,76.04878048780488,196.6058394160584,32.50261780104712,63.111111111111114,0.0
Dolbeau-Mistassini,0.0,0.0,102.18181818181819,129.76910569105692,146.68379888268157,174.1866028708134,99.78181818181818,152.31645569620252,257.3009708737864,37.2093023255814,46.28260869565217,111.36363636363636
Drummondville,2.0,5.0,61.0,87.38845925044616,85.78631452581033,114.171875,95.81090909090909,97.64285714285714,130.40458015267177,56.13272311212815,55.83766233766234,91.38255033557047
Fermont,121.1891891891892,39.0,158.71428571428572,356.49290444654685,222.2532258064516,394.6411609498681,226.13822525597269,198.23333333333332,320.3957783641161,157.6086956521739,114.0,9.0
Forestville,262.0,350.0,324.0,377.36886005560706,249.02756508422664,540.6105263157895,344.50157728706625,326.2090909090909,719.6766917293234,64.25,67.18181818181819,158.14285714285714
Gaspé,40.416666666666664,7.571428571428571,70.79310344827586,78.53598014888337,53.479091995221026,102.11600587371512,74.80573663624511,53.875,108.4952229299363,11.288135593220339,11.344827586206897,20.216216216216218
Gatineau,58.214285714285715,10.25,61.0,77.88506417736289,62.63291139240506,130.95916334661354,66.5711159737418,52.01298701298701,88.32770270270271,31.0,13.313725490196079,13.657894736842104
Granby,2.0,0.0,142.33333333333334,87.25172413793103,81.71743486973948,113.28102564102564,98.4043321299639,76.99328859060402,130.16806722689077,13.71111111111111,26.8,77.1
Havre-Saint-Pierre,103.51403887688984,107.16022099447514,120.08547008547009,295.57567049808426,168.39373601789708,356.647564469914,186.49781659388645,155.16413373860183,254.7809187279152,71.74213836477988,54.2,68.55555555555556
Joliette,12.516129032258064,2.0,12.636363636363637,65.4164705882353,54.06833712984054,82.89021956087825,133.10848126232742,110.52549019607844,147.00534759358288,18.522058823529413,13.695652173913043,10.166666666666666
Kuujjuaq,142.83333333333334,125.66666666666667,728.8695652173913,646.0193548387097,477.6475409836066,453.41726618705036,276.5,266.59435626102294,331.4849187935035,82.15789473684211,134.125,158.41176470588235
L'Islet,34.61538461538461,197.54545454545453,154.62295081967213,117.94285714285714,94.30034522439585,146.5293315143247,136.09285714285716,154.68789808917197,227.86925795053003,39.97727272727273,158.05263157894737,80.5
La Malbaie,62.42857142857143,19.4,133.75,182.97358490566037,163.89870689655172,203.73867595818814,169.67238689547582,166.17758985200845,257.4012219959267,54.51977401129943,50.42857142857143,147.0
La Pocatière,51.5,1087.0,147.23529411764707,121.1751101321586,141.6503884572697,187.45380875202594,162.6174142480211,196.5561797752809,241.2212643678161,69.82978723404256,41.611111111111114,105.25
La Sarre,81.93630573248407,56.16877637130802,131.28467153284672,247.33645589383295,186.91653786707883,327.6957671957672,119.06918238993711,163.2155172413793,158.7054794520548,44.97049180327869,24.467532467532468,109.70270270270271
La Tuque,91.75,3.0,120.72222222222223,97.20804369414101,82.16057692307692,117.02025072324011,121.48908296943232,104.35365853658537,146.14285714285714,45.285714285714285,23.714285714285715,43.0
Lac-Etchemin,65.0,68.0,155.625,138.0381056069679,117.58397365532382,157.3997175141243,112.4494382022472,106.7032967032967,195.21022727272728,43.37864077669903,79.05882352941177,127.7
Lac-Mégantic,130.28571428571428,241.33333333333334,162.54545454545453,149.88358640636298,112.59757942511347,148.8864,148.3612099644128,123.89180327868853,190.9848484848485,32.157303370786515,38.42056074766355,77.55555555555556
Lachute,17.92514395393474,9.388034188034188,12.701530612244898,117.62790697674419,95.55172413793103,76.02352941176471,93.10365853658537,73.72564102564102,71.09887640449438,14.36923076923077,57.16,14.243243243243244
Laval,44.23456790123457,7.111111111111111,45.292682926829265,74.83244962884412,45.03532008830022,76.58383233532935,73.63259668508287,30.95813204508857,94.6626213592233,40.46511627906977,10.557377049180328,30.023529411764706
Lavaltrie,0.0,17.0,17.0,133.6950113378685,117.77909270216962,217.68711656441718,267.4332688588008,317.75949367088606,366.07751937984494,70.125,96.11111111111111,157.44444444444446
Les Îles-de-la-Madeleine,97.16190476190476,70.76,65.06060606060606,121.73072060682681,88.29190751445087,109.73980582524271,119.25204359673025,44.30275229357798,109.0858310626703,42.87719298245614,33.638297872340424,57.08888888888889
Longueuil,16.666666666666668,1.0,236.625,79.80264400377715,83.93319838056681,102.27142857142857,92.2409402546523,79.53968253968254,130.2036247334755,30.045801526717558,45.278688524590166,66.92682926829268
Louiseville,22.2,92.5,368.42857142857144,139.7552693208431,123.78481012658227,172.27407407407406,164.33070866141733,113.42105263157895,210.4058577405858,48.9025974025974,43.583333333333336,190.0
Lévis,51.72222222222222,1.5,45.96296296296296,53.249601275917065,55.549731182795696,83.3257328990228,76.51579925650557,77.45833333333333,85.16223776223777,18.14189189189189,21.9,8.818181818181818
Magog,10.5,148.0,102.55555555555556,126.3211970074813,101.4369918699187,129.89416846652267,125.47111111111111,102.44117647058823,113.95817490494296,22.91304347826087,27.085106382978722,57.416666666666664
Maniwaki,127.5,127.91666666666667,144.17391304347825,205.39984882842026,174.10307898259705,187.3953488372093,164.65859030837004,187.96511627906978,174.28571428571428,83.6608695652174,85.76543209876543,115.11111111111111
Mansfield,127.30860534124629,181.53284671532847,208.16666666666666,425.0640243902439,412.72935779816515,473.23376623376623,201.89728096676737,364.8362573099415,434.752380952381,86.74545454545455,108.1311475409836,65.25
Marieville,175.14285714285714,0.0,0.0,155.41344778254648,138.0896159317212,162.73182957393485,198.46296296296296,253.2537313432836,244.47305389221557,124.3463687150838,155.94117647058823,193.44444444444446
Matane,35.8,223.25,220.7,97.46087425796007,68.08134490238612,137.32758620689654,135.27083333333334,97.34265734265735,135.84057971014494,30.548872180451127,11.9438202247191,92.46428571428571
Mirabel,80.50925925925925,49.44444444444444,134.0909090909091,158.32605304212169,117.85106382978724,141.07164179104478,139.13853904282115,128.89125295508273,206.05253940455341,58.25,110.40983606557377,101.78378378378379
Mont-Joli,61.89010989010989,20.857142857142858,114.97916666666667,149.0677764565993,116.54457572502686,200.4303215926493,157.85919540229884,147.59322033898306,249.10034602076124,72.75555555555556,80.96,47.07142857142857
Mont-Laurier,68.66666666666667,20.666666666666668,87.71428571428571,193.0456790123457,156.81675392670158,150.98834498834498,231.22061855670103,159.02285714285713,204.29553903345726,55.71255060728745,37.74590163934426,147.75
Montmagny,88.54255319148936,97.70588235294117,101.25,123.78666666666666,82.63872491145219,144.45317220543808,179.965306122449,121.93859649122807,187.5772357723577,31.375661375661377,84.125,146.75
Montréal,5.636363636363637,2.0,17.666666666666668,32.77336448598131,11.568181818181818,59.174418604651166,30.301430685742478,13.733971291866029,29.885895404120443,23.481012658227847,4.4,5.2
Montréal_V2,2.8734491315136474,2.7244094488188977,3.852367688022284,9.75140712945591,6.454285714285715,9.841726618705035,9.163245356793745,7.345864661654136,21.453972257250946,4.472222222222222,4.603448275862069,9.247706422018348
New Richmond,124.02173913043478,106.62222222222222,157.18446601941747,208.33077415227126,182.5826296743064,303.5187969924812,277.524,202.61261261261262,285.26993865030676,59.56643356643357,38.333333333333336,6.0
Nicolet,32.121212121212125,14.0,79.33333333333333,124.42454954954955,105.69570011025358,124.49802371541502,104.1701244813278,113.25352112676056,162.66857142857143,51.29333333333334,36.95744680851064,42.166666666666664
Notre-Dame-du-Mont-Carmel,107.96969696969697,47.0,129.7872340425532,171.06308799114555,144.7706013363029,157.67317073170733,169.0900900900901,224.89156626506025,670.0526315789474,84.55855855855856,132.22222222222223,217.45454545454547
Ormstown,0.0,0.0,0.0,150.42836676217766,164.32905982905982,212.84313725490196,253.20654396728017,212.07650273224044,302.32211538461536,93.35820895522389,102.36363636363636,87.0
Plessisville,2.0,2.0,164.5,117.84117032392895,120.6923890063425,167.6265625,116.05154639175258,343.5263157894737,278.63313609467457,61.30597014925373,99.95833333333333,98.6923076923077
Québec,9.066666666666666,4.111111111111111,14.61111111111111,25.36409227683049,10.182965299684543,22.06222222222222,24.208965062623598,10.535024154589372,33.78322925958965,8.971830985915492,9.371428571428572,7.805555555555555
Rawdon,110.93103448275862,22.0,61.23076923076923,129.58169934640523,134.26732673267327,230.55208333333334,258.0968858131488,194.1056338028169,381.532967032967,59.311688311688314,40.96666666666667,58.8
Repentigny,39.75,47.44444444444444,89.83333333333333,116.41778202676865,98.19426751592357,123.06521739130434,135.53389830508473,100.68623481781377,136.22116527942924,71.86776859504133,42.81818181818182,101.79310344827586
Rimouski,95.0,3.0,162.5,77.2484885126965,53.51815181518152,117.32547699214366,106.22326454033771,72.7784090909091,124.91176470588235,33.705705705705704,27.715686274509803,61.323076923076925
Rivière-du-Loup,124.875,54.833333333333336,63.875,96.27111111111111,75.04214963119072,107.66910229645094,118.22781065088758,94.76190476190476,155.5171339563863,28.727272727272727,13.88888888888889,56.22222222222222
Rouyn-Noranda,251.05555555555554,17.75,154.85714285714286,173.98506493506494,147.32974910394265,194.31978319783198,166.52048192771085,118.81212121212121,159.66919191919192,46.54708520179372,26.88157894736842,49.270270270270274
Saguenay,0.25,1.5,49.2,67.0343949044586,66.84573002754821,95.04317789291882,45.44444444444444,51.19444444444444,84.93333333333334,32.26190476190476,19.225806451612904,23.42105263157895
Saint-André-Avellin,156.5,0.0,394.0,257.1071149335418,160.73691460055096,226.82047244094488,222.37423312883436,289.3125,468.48148148148147,68.28780487804877,71.52380952380952,132.08333333333334
Saint-Apollinaire,112.29009009009009,75.81147540983606,127.06772009029345,94.86349848331648,53.65526675786594,142.73099415204678,156.2711111111111,156.9640287769784,316.7785714285714,45.726027397260275,10.04,8.921052631578947
Saint-Eustache,62.81818181818182,12.217391304347826,115.57391304347826,117.8438193930422,114.05817174515235,130.38915094339623,173.26315789473685,145.288256227758,160.2859649122807,35.43016759776536,30.986486486486488,86.8076923076923
Saint-Félicien,45.34146341463415,48.705882352941174,108.45161290322581,117.4917859035506,112.11290322580645,169.98245614035088,102.06206896551724,112.8445945945946,156.4756756756757,41.583333333333336,113.29166666666667,164.0
Saint-Georges,15.987295825771325,6.25,59.36065573770492,69.45663265306122,55.04581901489118,112.19794344473007,77.88844621513944,64.0807453416149,168.58695652173913,8.14569536423841,14.8,23.833333333333332
Saint-Henri,22.705696202531644,6.686131386861314,58.939655172413794,106.56045895851722,86.42767295597484,134.55555555555554,118.4116847826087,113.48414376321352,161.01795332136444,14.388349514563107,55.295081967213115,35.24
Saint-Honoré,36.06824146981627,16.88157894736842,61.70805369127517,137.47534766118838,100.83926218708828,147.68460111317253,135.6978021978022,79.24305555555556,141.4982332155477,38.81739130434783,38.5632183908046,67.15
Saint-Hyacinthe,156.0958904109589,14.333333333333334,109.61111111111111,86.3276923076923,76.71826625386997,103.93771626297578,112.72269705603038,107.27613412228797,143.3252314814815,72.47429519071311,81.08857142857143,132.33333333333334
Saint-Jean-sur-Richelieu,2.375,0.5,26.545454545454547,105.56357142857142,110.43197278911565,125.53078202995009,122.9022869022869,134.58132530120483,138.39792387543253,86.47528517110266,124.52118644067797,127.82051282051282
Saint-Jérôme,32.225352112676056,4.219512195121951,38.80434782608695,106.41021276595745,82.56238361266294,131.474,127.38181818181818,113.63339731285988,173.91486068111456,15.495726495726496,23.320987654320987,36.44
Saint-Lin-Laurentides,190.0,0.0,91.66666666666667,122.65346534653466,121.07320099255583,172.43513513513514,186.00669642857142,239.20886075949366,306.93055555555554,66.2840909090909,54.4,188.66666666666666
Saint-Pierre-de-l'Île-d'Orléans,0.0,22.0,0.0,209.62,209.96216216216217,210.12820512820514,309.12068965517244,277.5025906735751,476.3953488372093,56.82142857142857,68.5,59.166666666666664
Saint-Raymond,45.61538461538461,25.442857142857143,114.58771929824562,141.63945578231292,109.50751252086812,172.3670668953688,107.59038142620233,100.35051546391753,205.25628140703517,19.51948051948052,23.410526315789475,42.5
Saint-Rémi,42.93883357041252,25.65615141955836,68.0680473372781,122.57692307692308,121.30656934306569,127.4819944598338,141.9702602230483,112.41666666666667,150.12271540469973,30.908653846153847,39.78,119.34615384615384
Saint-Tite,117.12121212121212,13.581395348837209,53.80487804878049,131.30473372781066,99.47225806451613,157.7941176470588,138.35071090047393,86.74820143884892,150.87428571428572,67.65771812080537,51.01587301587302,6.5
Sainte-Adèle,105.32608695652173,23.833333333333332,111.27777777777777,155.31097008159566,157.6709796672828,181.19243986254295,144.0581929555896,162.42606516290726,150.95176848874598,37.3,61.51851851851852,47.0
Sainte-Agathe-des-Monts,153.63636363636363,101.234375,133.56666666666666,170.8489666136725,149.8612716763006,153.64406779661016,241.11921296296296,163.85252525252525,240.65637065637065,87.53968253968254,123.3030303030303,114.0
Sainte-Anne-des-Monts,37.0377358490566,17.9,83.78571428571429,146.43174395819725,121.990022172949,172.96977025392988,142.5408163265306,160.66081871345028,210.80191693290735,68.96,30.8,27.6
Sainte-Julie,50.03370786516854,28.285714285714285,97.83870967741936,112.20756172839506,107.85535465924896,151.3862660944206,167.90728476821192,83.16785714285714,185.00967117988395,35.76995305164319,40.04938271604938,94.71875
Sainte-Marie,24.69329073482428,28.638709677419357,81.23381294964028,76.43675417661098,73.61978361669243,93.26906779661017,78.71331828442437,54.896103896103895,117.69459962756052,11.893401015228426,11.235294117647058,35.95238095238095
Salaberry-de-Valleyfield,15.0,0.0,1.0,116.93446244477173,115.74473684210527,151.86426592797784,134.27299270072993,124.83636363636364,145.11179173047472,25.00515463917526,23.4,91.77777777777777
Sept-Îles,15.912280701754385,12.842105263157896,12.196428571428571,126.61975835110164,98.92567567567568,150.2153344208809,101.45722300140253,72.72544080604534,126.6842105263158,22.016216216216215,19.0,15.55
Shawinigan,131.0,51.2,91.16666666666667,107.75898876404494,71.67233560090703,111.82364729458918,90.81605351170569,71.24509803921569,118.15129151291512,30.102766798418973,45.035714285714285,4.391304347826087
Sherbrooke,1.0,6.5,2.3333333333333335,65.9159528907923,61.71966019417476,74.05,74.21880998080614,46.8944099378882,73.38139534883722,12.039473684210526,3.888888888888889,29.823529411764707
Sorel-Tracy,1.0,18.5,43.22222222222222,104.87848729076255,92.71412680756396,135.17281553398058,138.40159045725648,138.76142131979697,177.6029106029106,34.57954545454545,25.019607843137255,60.7
Stoneham,91.20588235294117,26.11111111111111,182.0,193.55504587155963,198.67915309446255,193.58545454545455,177.46304044630403,193.95250659630608,179.66753246753248,80.15094339622641,100.625,20.25
Terrebonne,50.0,2.0,72.0,122.18697478991596,121.1278350515464,130.44036697247705,115.58606213266162,91.34285714285714,152.43517329910142,56.65217391304348,67.4888888888889,68.28
Thetford Mines,145.0,518.0,170.0,108.53884026258206,94.65848214285714,135.39538461538461,137.64126984126983,124.8361581920904,168.74669603524228,15.116438356164384,9.576923076923077,55.23076923076923
Trois-Pistoles,238.5,134.0,305.25,126.18603351955308,116.42918918918919,195.60186625194402,168.04289544235925,103.67875647668394,256.7330508474576,62.111111111111114,92.5,93.8
Trois-Rivières,10.126126126126126,1.6363636363636365,10.402985074626866,57.8676217765043,30.032581453634084,79.15625,51.65275142314991,31.05586592178771,56.32304526748971,13.304347826086957,12.653846153846153,10.9
Témiscouata-sur-le-Lac,70.33333333333333,69.25,149.33333333333334,133.3634385201306,149.55947136563876,203.51041666666666,154.96525096525096,137.12582781456953,283.3297491039427,87.98837209302326,79.92857142857143,90.8
Val-d'Or,94.14285714285714,50.333333333333336,92.5625,139.39615384615385,106.7864077669903,165.11384615384614,106.10452961672473,98.3465909090909,130.59634551495017,65.96998123827392,49.94444444444444,88.72368421052632
Val-des-Monts,48.49038461538461,24.340425531914892,106.32307692307693,161.31233595800524,142.09518072289157,171.8961038961039,138.12938596491227,148.50537634408602,170.9678899082569,113.53125,83.625,131.34782608695653
Val-des-Sources,20.473509933774835,9.375,101.93562231759657,105.738379022646,105.33875,136.05672823218998,140.22674418604652,127.37560975609756,177.17100371747213,67.70786516853933,39.526315789473685,81.45
Vaudreuil-Dorion,2.0,2.0,375.5,150.73272357723576,146.3856707317073,215.65758754863813,100.40364333652924,79.14823008849558,160.4172876304024,34.48837209302326,63.84615384615385,108.0
Victoriaville,22.0,2.0,28.90909090909091,87.08654848800835,85.03692307692307,134.15262321144675,83.09045226130654,88.10434782608695,191.45333333333335,46.481283422459896,36.40983606557377,9.6
Ville-Marie,8.094262295081966,5.982758620689655,14.636363636363637,72.87617260787992,68.57172557172557,103.46731234866829,75.96815286624204,62.70454545454545,103.88472622478386,18.304498269896193,8.905263157894737,74.78181818181818
Windsor,122.90551181102362,95.03531598513011,148.40041928721175,128.07561156412157,104.26791277258567,138.0063694267516,105.84154929577464,145.81967213114754,160.60296846011133,21.589473684210525,43.19117647058823,40.55813953488372
