Type_media,hors Québec,hors Québec,hors Québec,local/regional,local/regional,local/regional,national,national,national,non media,non media,non media
type mot-clés,local,mixte,national,local,mixte,national,local,mixte,national,local,mixte,national
domaine,,,,,,,,,,,,
intensite.net,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investir.lesechos.fr,0.0,3.0,9.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iqna.ir,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isarta.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.04347826086956,142.9,163.46666666666667
israelvalley.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
itrmanager.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
itrmobiles.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeuxvideo.rds.ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0
journalacces.ca,0.0,0.0,0.0,138.65185185185186,145.77314814814815,167.11611374407582,0.0,0.0,0.0,0.0,0.0,0.0
journaldechambly.com,0.0,0.0,0.0,129.20319303338172,101.84273709483793,106.39722863741339,0.0,0.0,0.0,0.0,0.0,0.0
journaldelevis.com,0.0,0.0,0.0,26.31223371880706,19.359116022099446,19.65129682997118,0.0,0.0,0.0,0.0,0.0,0.0
journaldemontreal.com,0.0,0.0,0.0,0.0,0.0,0.0,113.68009845929437,102.57202331390508,123.80761451516955,0.0,0.0,0.0
journaldequebec.com,0.0,0.0,0.0,0.0,0.0,0.0,108.56268053148469,101.4738219895288,112.48545659526494,0.0,0.0,0.0
journaldesvoisins.com,0.0,0.0,0.0,80.77777777777777,10.181818181818182,24.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0
journalducoin.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
journalexpress.ca,0.0,0.0,0.0,82.85681645087585,74.90449438202248,105.25699745547074,0.0,0.0,0.0,0.0,0.0,0.0
journalhorizon.com,0.0,0.0,0.0,65.91902834008097,49.73529411764706,57.70229007633588,0.0,0.0,0.0,0.0,0.0,0.0
journalleguide.com,0.0,0.0,0.0,134.62666666666667,136.7167381974249,121.60747663551402,0.0,0.0,0.0,0.0,0.0,0.0
journallehavre.ca,0.0,0.0,0.0,337.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0
journallenord.com,0.0,0.0,0.0,97.77777777777777,95.78857142857143,105.97,0.0,0.0,0.0,0.0,0.0,0.0
journallesoir.ca,0.0,0.0,0.0,73.6027397260274,47.14861995753716,72.73357664233576,0.0,0.0,0.0,0.0,0.0,0.0
journalmetro.com,0.0,0.0,0.0,103.36691729323309,93.62998102466793,105.43165467625899,0.0,0.0,0.0,0.0,0.0,0.0
journalsaint-francois.ca,0.0,0.0,0.0,113.86727879799666,129.97560975609755,137.48373983739836,0.0,0.0,0.0,0.0,0.0,0.0
kalenews.org,66.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
korii.slate.fr,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l-express.ca,216.33333333333334,100.94736842105263,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l-frii.com,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
la-chronique-agora.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
la-rem.eu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
la1ere.francetvinfo.fr,42.68376068376068,7.695652173913044,62.729729729729726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
labibleurbaine.com,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,45.142857142857146,0.0,0.0,0.0
lacapitale.sudinfo.be,0.0,12.5,163.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laction.com,0.0,0.0,0.0,103.13763608087092,111.92801047120419,107.381861575179,0.0,0.0,0.0,0.0,0.0,0.0
lactiondautray.com,0.0,0.0,0.0,123.78297872340426,115.61044176706827,87.52631578947368,0.0,0.0,0.0,0.0,0.0,0.0
lactualite.com,0.0,0.0,0.0,0.0,0.0,0.0,70.09646302250803,68.68619246861925,72.87628865979381,0.0,0.0,0.0
lagazette-sqy.fr,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagazette-yvelines.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lalibreville.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lameuse-huy-waremme.sudinfo.be,30.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lameuse-verviers.sudinfo.be,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lameuse.sudinfo.be,6.4,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laminute.info,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lanauweb.info,0.0,0.0,0.0,37.4582593250444,32.267716535433074,27.632183908045977,0.0,0.0,0.0,0.0,0.0,0.0
lanouvelle.net,0.0,0.0,0.0,92.83846153846154,87.2094017094017,116.36711111111111,0.0,0.0,0.0,0.0,0.0,0.0
lanouvellegazette-sambre-meuse.sudinfo.be,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lanouvellegazette.sudinfo.be,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lanouvelletribune.info,2.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lapauseinfo.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lapresse.ca,0.0,0.0,0.0,0.0,0.0,0.0,110.14773407865842,100.41561551971898,130.97617798299927,0.0,0.0,0.0
lapresse.tn,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laprosperite.online,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laprovince.sudinfo.be,41.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laquotidienne.ma,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lareclame.fr,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laregledujeu.org,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lareleve.qc.ca,0.0,0.0,0.0,113.6373015873016,116.25294117647059,138.5,0.0,0.0,0.0,0.0,0.0,0.0
larochesuryon.maville.com,9.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lasemainedansleboulonnais.nordlittoral.fr,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lasentinelle.ca,0.0,0.0,0.0,132.5974025974026,119.43290043290044,135.19298245614036,0.0,0.0,0.0,0.0,0.0,0.0
laterre.ca,0.0,0.0,0.0,0.0,0.0,0.0,99.69325153374233,111.59756097560975,143.33018867924528,0.0,0.0,0.0
latribune.ca,0.0,0.0,0.0,110.64853977844915,112.21910293643111,121.75618544319,0.0,0.0,0.0,0.0,0.0,0.0
lavantage.qc.ca,0.0,0.0,0.0,91.31557788944724,70.97058823529412,99.096,0.0,0.0,0.0,0.0,0.0,0.0
lavantagegaspesien.com,0.0,0.0,0.0,96.74468085106383,80.32592592592593,71.43010752688173,0.0,0.0,0.0,0.0,0.0,0.0
lavantposte.ca,0.0,0.0,0.0,105.375,101.44488188976378,116.00840336134453,0.0,0.0,0.0,0.0,0.0,0.0
laveniretdesrivieres.com,0.0,0.0,0.0,113.33101045296168,114.80147058823529,116.02702702702703,0.0,0.0,0.0,0.0,0.0,0.0
lavoixdelest.ca,0.0,0.0,0.0,117.1236409608091,121.9018058690745,127.58711808422791,0.0,0.0,0.0,0.0,0.0,0.0
lavoixdusud.com,0.0,0.0,0.0,140.0920634920635,131.90127388535032,156.11711711711712,0.0,0.0,0.0,0.0,0.0,0.0
lcp.fr,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leau-vive.ca,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leboursier.ma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lebulletin.com,0.0,0.0,0.0,0.0,0.0,0.0,170.9,22.666666666666668,107.81481481481481,0.0,0.0,0.0
lecanalauditif.ca,0.0,0.0,0.0,0.0,0.0,0.0,114.0,59.5,38.714285714285715,0.0,0.0,0.0
lechodelalys.nordlittoral.fr,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lechodelatuque.com,0.0,0.0,0.0,87.3858173076923,82.82640586797066,99.55945945945946,0.0,0.0,0.0,0.0,0.0,0.0
lechodelaval.ca,0.0,0.0,0.0,33.05357142857143,46.049180327868854,56.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0
lechodemaskinonge.com,0.0,0.0,0.0,134.21812596006146,127.81854838709677,120.8804347826087,0.0,0.0,0.0,0.0,0.0,0.0
lecitoyenrouynlasarre.com,0.0,0.0,0.0,90.90384615384616,77.18446601941747,69.625,0.0,0.0,0.0,0.0,0.0,0.0
lecitoyenvaldoramos.com,0.0,0.0,0.0,96.05970149253731,74.97777777777777,102.21,0.0,0.0,0.0,0.0,0.0,0.0
leclaireurprogres.ca,0.0,0.0,0.0,111.73147599288679,103.41452344931922,125.44686648501363,0.0,0.0,0.0,0.0,0.0,0.0
lecourrier-du-soir.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lecourrier.ch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lecourrier.qc.ca,0.0,0.0,0.0,46.464285714285715,31.625,55.2,0.0,0.0,0.0,0.0,0.0,0.0
lecourrier.vn,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lecourrierdusud.ca,0.0,0.0,0.0,73.31111111111112,72.27969348659003,83.72972972972973,0.0,0.0,0.0,0.0,0.0,0.0
lecourriersud.com,0.0,0.0,0.0,111.28196347031964,68.18823529411765,127.4368932038835,0.0,0.0,0.0,0.0,0.0,0.0
ledevoir.com,0.0,0.0,0.0,0.0,0.0,0.0,93.17719132893497,70.04568527918782,119.68578727357176,0.0,0.0,0.0
ledjely.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ledroit.com,0.0,0.0,0.0,119.93979690522244,112.52806212495588,122.40718011660019,0.0,0.0,0.0,0.0,0.0,0.0
lefaso.net,60.1,1.5,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lejournaldejoliette.ca,0.0,0.0,0.0,87.90384615384616,96.7016317016317,63.30434782608695,0.0,0.0,0.0,0.0,0.0,0.0
lejournaldemayotte.yt,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lejournaldugers.fr,7.666666666666667,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lelacstjean.com,0.0,0.0,0.0,114.32843137254902,92.59615384615384,86.03311258278146,0.0,0.0,0.0,0.0,0.0,0.0
lemagazinedumanager.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
lemagsportauto.ouest-france.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemaitrepapetier.ca,0.0,0.0,0.0,0.0,0.0,0.0,147.6,11.4,99.33333333333333,0.0,0.0,0.0
lemanic.ca,0.0,0.0,0.0,119.18954974986103,114.66548881036513,138.61165048543688,0.0,0.0,0.0,0.0,0.0,0.0
lemans.maville.com,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemarin.ouest-france.fr,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lematin.ma,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemetropolitain.com,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemonde-arabe.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemontarvillois.com,0.0,0.0,0.0,63.214285714285715,14.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0
lemouvement.info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lenational.org,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lenouvelliste.ca,0.0,0.0,0.0,113.65411284840245,101.03406202338587,121.31611382998007,0.0,0.0,0.0,0.0,0.0,0.0
lenouvelliste.com,93.23809523809524,68.57142857142857,69.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leparticulier.lefigaro.fr,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lepetitjournal.com,26.0,65.33333333333333,60.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lepeuplelotbiniere.ca,0.0,0.0,0.0,38.09020618556701,27.82798833819242,44.1625,0.0,0.0,0.0,0.0,0.0,0.0
lepharedunkerquois.nordlittoral.fr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leplacoteux.com,0.0,0.0,0.0,83.1058201058201,57.28808864265928,69.5374149659864,0.0,0.0,0.0,0.0,0.0,0.0
leprogres.net,0.0,0.0,0.0,102.89889549702634,105.12523719165085,140.08949416342412,0.0,0.0,0.0,0.0,0.0,0.0
lequotidien.com,0.0,0.0,0.0,115.63780487804878,113.275950668037,119.6687062937063,0.0,0.0,0.0,0.0,0.0,0.0
lequotidien.lu,3.0,0.0,190.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lequotidien.sn,10.666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lereflet.qc.ca,0.0,0.0,0.0,130.74460431654677,91.025,129.375,0.0,0.0,0.0,0.0,0.0,0.0
lerefletdulac.com,0.0,0.0,0.0,104.70462633451957,92.2165725047081,106.03550295857988,0.0,0.0,0.0,0.0,0.0,0.0
leregional.com,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lerempart.ca,16.357142857142858,21.121951219512194,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
les2rives.com,0.0,0.0,0.0,104.36281407035176,96.24821428571428,141.23958333333334,0.0,0.0,0.0,0.0,0.0,0.0
les3villessoeurs.com,8.0,18.666666666666668,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lesaffaires.com,0.0,0.0,0.0,0.0,0.0,0.0,110.53846153846153,42.95161290322581,109.3076923076923,0.0,0.0,0.0
leseco.ma,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lesfrancais.press,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lesjours.fr,2.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lesoleil.com,0.0,0.0,0.0,107.15885067738574,115.50607385811468,132.13361344537816,0.0,0.0,0.0,0.0,0.0,0.0
lesroger.umontreal.ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,34.666666666666664
lesvoitures.fr,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
letoiledulac.com,0.0,0.0,0.0,100.77076923076923,94.54255319148936,124.96396396396396,0.0,0.0,0.0,0.0,0.0,0.0
leveil.com,0.0,0.0,0.0,122.84823151125401,110.48076923076923,120.50728155339806,0.0,0.0,0.0,0.0,0.0,0.0
lexpansion.lexpress.fr,0.0,3.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lexpressmontcalm.com,0.0,0.0,0.0,114.27894736842106,124.52355072463769,113.36764705882354,0.0,0.0,0.0,0.0,0.0,0.0
lhebdodustmaurice.com,0.0,0.0,0.0,125.702216066482,95.45994065281899,126.41735537190083,0.0,0.0,0.0,0.0,0.0,0.0
lhebdojournal.com,0.0,0.0,0.0,85.85975609756098,79.3425925925926,88.15178571428571,0.0,0.0,0.0,0.0,0.0,0.0
lheuredelest.org,139.0,0.0,141.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libnanews.com,0.0,1.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lienmultimedia.com,0.0,0.0,0.0,0.0,0.0,0.0,24.75,48.833333333333336,26.8,0.0,0.0,0.0
lignesdedefense.blogs.ouest-france.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lindicateurdesflandres.nordlittoral.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linformateurdebourgogne.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
linitiative.ca,0.0,0.0,0.0,12.0,98.25,110.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0
loeildelaphotographie.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lopinion.com,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lphinfo.com,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ludwig-van.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.4,0.0,0.0,0.0
lvsl.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lyon-saveurs.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,28.0
m.20minutes.fr,0.0,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m.investir.lesechos.fr,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m.lavenir.net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m.le360.ma,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m.zonebourse.com,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m105.ca,0.0,0.0,0.0,61.32258064516129,40.69117647058823,10.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0
ma.china-embassy.org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
mabeauce.com,0.0,0.0,0.0,78.16433566433567,46.22794117647059,120.375,0.0,0.0,0.0,0.0,0.0,0.0
macotenord.com,0.0,0.0,0.0,117.93452039058013,113.8952380952381,136.64691358024692,0.0,0.0,0.0,0.0,0.0,0.0
madame.lefigaro.fr,114.5,2.0,101.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madeinmarseille.net,10.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magazine.cim.org,0.0,16.75,52.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magazine.interencheres.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magazinemci.com,0.0,0.0,0.0,0.0,0.0,0.0,153.4678899082569,36.0,111.15492957746478,0.0,0.0,0.0
mairie12.paris.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mairie20.paris.fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mali24.info,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maligue2.fr,1.5,0.0,96.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maroc-diplomatique.net,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marsactu.fr,9.142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matinlibre.com,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maze.fr,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcetv.fr,0.0,0.0,12.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialot.fr,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medias24.com,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mediat.ca,0.0,0.0,0.0,113.69798657718121,135.72727272727272,95.85245901639344,0.0,0.0,0.0,0.0,0.0,0.0
met.grandlyon.com,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meteomedia.com,0.0,0.0,0.0,0.0,0.0,0.0,141.16871921182266,80.83333333333333,142.8125,0.0,0.0,0.0
milesopedia.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.86666666666666,4.5,192.73333333333332
millaujournal.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
mobile.inspq.qc.ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.11111111111111,110.5
mobile.ledesk.ma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monblogapple.com,4.0,0.3157894736842105,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mondafrique.com,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monjoliette.com,0.0,0.0,0.0,94.9888800635425,79.37924151696606,85.65584415584415,0.0,0.0,0.0,0.0,0.0,0.0
monlatuque.com,0.0,0.0,0.0,56.734756097560975,45.295698924731184,54.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0
monlimoilou.com,0.0,0.0,0.0,71.6086956521739,37.21739130434783,77.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0
monmatane.com,0.0,0.0,0.0,60.36545079146593,47.03039513677812,74.05291005291005,0.0,0.0,0.0,0.0,0.0,0.0
monmontcalm.com,0.0,0.0,0.0,27.857142857142858,13.166666666666666,19.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0
monquartier.quebec,0.0,0.0,0.0,138.66666666666666,7.0,120.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0
monsaintroch.com,0.0,0.0,0.0,14.11111111111111,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
monsaintsauveur.com,0.0,0.0,0.0,72.57894736842105,47.888888888888886,14.2,0.0,0.0,0.0,0.0,0.0,0.0
montceau-news.com,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthetford.com,0.0,0.0,0.0,62.81656804733728,25.96825396825397,42.5625,0.0,0.0,0.0,0.0,0.0,0.0
montreal.citycrunch.ca,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
montrealcampus.ca,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monvicto.com,0.0,0.0,0.0,85.82894736842105,74.17021276595744,72.39285714285714,0.0,0.0,0.0,0.0,0.0,0.0
mosaiqueguinee.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moto-station.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
motojournalweb.com,0.0,0.0,0.0,0.0,0.0,0.0,62.625,0.0,0.0,0.0,0.0,0.0
musikplease.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.5
my-angers.info,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naitreetgrandir.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0
narcity.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
nawaat.org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
necrocanada.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.621723207401697,13.381806930693068,38.111111111111114
neomedia.com,0.0,0.0,0.0,0.0,0.0,0.0,37.53276353276353,32.355300859598856,41.636986301369866,0.0,0.0,0.0
news-24.fr,10.657894736842104,24.934782608695652,6.319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
news.abidjan.net,26.714285714285715,0.5,66.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
news.chastin.com,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
news.ebene-magazine.com,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
news.gnet.tn,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
news.gov.mb.ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
news.ontario.ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,15.354166666666666,32.629629629629626
news.un.org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88888888888889
newsactual.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newsmada.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0
nhl.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.579710144927537,6.132142857142857,15.619354838709677
nightlife.ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.77380952380952,98.27272727272727,129.0
nordeclair-mouscron.sudinfo.be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nordeclair.sudinfo.be,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nordinfo.com,0.0,0.0,0.0,138.2904911180773,105.43915343915344,119.22608695652174,0.0,0.0,0.0,0.0,0.0,0.0
nouvelles.umontreal.ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.46666666666667,105.92,101.86486486486487
