Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie,type de mot-clés
Montréal_V2,police OR Sûreté,9,TVA Nouvelles,Rapport sur les interpellations policières à Repentigny: l'importance de reconnaître la discrimination systémique,2021-09-18,0,https://www.tvanouvelles.ca/2021/09/18/rapport-sur-les-interpellations-policieres-a-repentigny-limportance-de-reconnaitre-la-discrimination-systemique-1,2021-09-18 16:01:21,local
Montréal_V2,police OR Sûreté,10,Zone911,La police remet plus de 1100 contraventions aux abords de nos écoles,2021-09-17,1,https://zone911.com/securite/31477-la-police-remet-plus-de-1100-contraventions-aux-abords-de-nos-ecoles,2021-09-18 16:01:22,local
Montréal_V2,police OR Sûreté,11,Zone911,Piéton happé mortellement à Laval : Un témoin recherché par la police,2021-09-17,1,https://zone911.com/avis-de-recherche/31473-pieton-happe-mortellement-a-laval-un-temoin-recherche-par-la-police,2021-09-18 16:01:22,local
Montréal_V2,police OR Sûreté,12,Mon Joliette,Le Services de police de Terrebonne et Mascouche lancent une opération spéciale visant l'application du passeport vaccinal,2021-09-16,2,https://monjoliette.com/le-services-de-police-de-terrebonne-et-mascouche-lancent-une-operation-speciale-visant-lapplication-du-passeport-vaccinal/,2021-09-18 16:01:22,local
Montréal_V2,police OR Sûreté,13,TVA Nouvelles,La police de Repentigny adopte un plan d'action contre le profilage racial,2021-09-16,2,https://www.tvanouvelles.ca/2021/09/16/la-police-de-repentigny-adopte-un-plan-daction-contre-le-profilage-racial,2021-09-18 16:01:22,local
Montréal_V2,police OR Sûreté,14,Le Journal de Montréal,Entretien de Lady Di en 1995: la police confirme sa décision de ne pas ouvrir d'enquête pénale,2021-09-15,3,https://www.journaldemontreal.com/2021/09/15/entretien-de-lady-di-en-1995-la-police-confirme-sa-decision-de-ne-pas-ouvrir-denquete-penale,2021-09-18 16:01:23,local
Montréal_V2,police OR Sûreté,15,TVA Nouvelles,La police recherche des victimes d'un présumé délinquant sexuel,2021-09-16,2,https://www.tvanouvelles.ca/2021/09/16/la-police-recherche-des-victimes-dun-presume-delinquant-sexuel-1,2021-09-18 16:01:23,local
Montréal_V2,police OR Sûreté,16,Le Journal de Montréal,Deux policiers ciblés par des coups de feu: le chef de la police dénonce un acte de violence «gratuit»,2021-08-24,25,https://www.journaldemontreal.com/2021/08/24/deux-policiers-cibles-par-des-coups-de-feu-une-situation-inadmissible-affirme-le-dg-du-spvm,2021-09-18 16:01:23,local
Montréal_V2,police OR Sûreté,17,Le Journal de Québec,Militants antivaccin: vigilance accrue de la police près des écoles,2021-09-10,8,https://www.journaldequebec.com/2021/09/10/militants-anti-vaccin-vigilance-accrue-de-la-police-pres-des-ecoles,2021-09-18 16:01:23,local
Montréal_V2,police OR Sûreté,18,La Presse,Un café avec… Fady Dagher | Le chef qui voulait réinventer la police,2021-09-05,13,https://www.lapresse.ca/contexte/2021-09-05/un-cafe-avec-fady-dagher/le-chef-qui-voulait-reinventer-la-police.php,2021-09-18 16:01:24,local
Montréal_V2,police OR Sûreté,19,VINGT 55 Média web,Trafic d'armes et perquisitions – La Sûreté du Québec frappe à Drummondville,2021-09-15,3,https://vingt55.ca/trafic-darmes-et-perquisitions-la-surete-du-quebec-frappe-a-drummondville/,2021-09-18 16:01:24,local
Montréal_V2,police OR Sûreté,20,TVA Nouvelles,Économiser des centaines de millions en repensant la police,2021-09-08,10,https://www.tvanouvelles.ca/2021/09/08/economiser-des-centaines-de-millions-en-repensant-la-police-1,2021-09-18 16:01:24,local
Montréal_V2,police OR Sûreté,21,Le Journal de Montréal,"Prêt à «péter des gueules» pour le masque, un complotiste se livre à la police",2021-08-31,18,https://www.journaldemontreal.com/2021/08/31/pret-a-peter-des-gueules-pour-le-masque-un-complotiste-se-livre-a-la-police,2021-09-18 16:01:24,local
Montréal_V2,police OR Sûreté,22,TVA Nouvelles,La police recherche un enragé du volant,2021-09-01,17,https://www.tvanouvelles.ca/2021/09/01/la-police-recherche-un-enrage-du-volant,2021-09-18 16:01:25,local
Montréal_V2,police OR Sûreté,23,Le Journal de Montréal,Le nombre de gradués à l'École nationale de police a chuté dramatiquement,2021-09-05,13,https://www.journaldemontreal.com/2021/09/05/le-nombre-de-gradues-a-lecole-nationale-de-police-a-chute-dramatiquement-1,2021-09-18 16:01:25,local
Montréal_V2,police OR Sûreté,24,ICI.Radio-Canada.ca,La police de Hamilton impose la vaccination à ses employés | Coronavirus : Ontario,2021-08-25,24,https://ici.radio-canada.ca/nouvelle/1819276/police-hamilton-vaccination-obligatoire-preuve,2021-09-18 16:01:25,local
Montréal_V2,police OR Sûreté,25,Le Journal de Québec,"Policière blessée par balle: le suspect, Marco Rodrigue, en voulait à la police",2021-08-19,30,https://www.journaldequebec.com/2021/08/19/policiere-blessee-par-balle-le-suspect-en-voulait-au-symbole-que-represente-la-police,2021-09-18 16:01:25,local
Montréal_V2,Cégep,1,La Nouvelle Union,Cégep : les centres de recherche ont le vent dans les voiles,2021-09-15,3,https://www.lanouvelle.net/2021/09/15/cegep-les-centres-de-recherche-ont-le-vent-dans-les-voiles/,2021-09-18 16:01:34,local
Montréal_V2,Cégep,2,Radio Gaspésie C J R G - FM,Le cégep de la Gaspésie et des Îles investit grandement pour la réussite scolaire,2021-09-17,1,https://www.radiogaspesie.ca/nouvelles/actualite/le-cegep-de-la-gaspesie-et-des-iles-investit-grandement-pour-la-reussite-scolaire/,2021-09-18 16:01:34,local
Montréal_V2,Cégep,3,Le Journal de Québec,La ministre McCann recule au sujet d'Antidote au cégep,2021-09-15,3,https://www.journaldequebec.com/2021/09/14/epreuve-uniforme-de-francais-la-ministre-mccann-ferme-la-porte-a-lutilisation-dantidote,2021-09-18 16:01:35,local
Montréal_V2,Cégep,4,ICI.Radio-Canada.ca,La DRSP de Montréal délègue le traçage de certains cas aux cégeps et aux universités | Coronavirus,2021-09-17,1,https://ici.radio-canada.ca/nouvelle/1825139/tracage-covid-19-sante-publique-etablissement-enseignement,2021-09-18 16:01:35,local
Montréal_V2,Cégep,5,Le Journal de Québec,Antidote au cégep pour faire baisser les échecs en français?,2021-09-13,5,https://www.journaldequebec.com/2021/09/13/antidote-au-cegep-pour-faire-baisser-les-echecs-en-francais,2021-09-18 16:01:35,local
