Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie,type de mot-clés
Montréal_V2,Cégep,25,L'Express - Drummondville,Une clinique de vaccination sans rendez-vous se tiendra jeudi au Cégep - L'Express,2021-08-17,2,https://www.journalexpress.ca/2021/08/17/une-clinique-de-vaccination-sans-rendez-vous-se-tiendra-jeudi-au-cegep/,2021-08-19 16:01:45,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",1,Le Journal de Montréal,Enfant lourdement handicapé: sentiment d'abandon par le système scolaire,2021-08-18,1,https://www.journaldemontreal.com/2021/08/18/enfant-lourdement-handicape-sentiment-dabandon-par-le-systeme-scolaire,2021-08-19 16:01:53,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",2,L'Express - Drummondville,"Vaccination : 80,4% des élèves au secondaire ont reçu une première dose - L'Express",2021-08-19,0,https://www.journalexpress.ca/2021/08/19/vaccination-804-des-eleves-au-secondaire-ont-recu-une-premiere-dose/,2021-08-19 16:01:53,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",3,L’Avantage gaspésien,Simon Deschênes accuse le Centre de services scolaire des Chic-Chocs de négliger les dossiers de Sainte-Anne-des-Monts,2021-07-23,27,https://www.lavantagegaspesien.com/article/2021/07/23/simon-deschenes-accuse-le-centre-de-services-scolaire-des-chic-chocs-de-negliger-les-dossiers-de-sainte-anne-des-monts,2021-08-19 16:01:53,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",4,TVA Nouvelles,Des parents «enragés» après une décision sur le port du masque,2021-08-12,7,https://www.tvanouvelles.ca/2021/08/12/des-parents-enrages-apres-une-decision-sur-le-port-du-masque,2021-08-19 16:01:53,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",5,La Presse,"Soutien scolaire | La pénurie de personnel s'est aggravée, selon un syndicat",2021-08-19,0,https://www.lapresse.ca/actualites/education/2021-08-19/soutien-scolaire/la-penurie-de-personnel-s-est-aggravee-selon-un-syndicat.php,2021-08-19 16:01:53,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",6,ICI.Radio-Canada.ca,Une nouvelle direction générale des écoles francophones de l'Î.-P.-É.,2021-08-13,6,https://ici.radio-canada.ca/nouvelle/1816207/nouveau-directeur-general-cslf-commision-scolaire-ipe,2021-08-19 16:01:54,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",7,L'Avantage Rimouski,Rentrée scolaire : vers une année plus normale?,2021-08-17,2,https://www.lavantage.qc.ca/article/2021/08/17/rentree-scolaire-vers-une-annee-plus-normale,2021-08-19 16:01:54,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",8,École branchée,"L'une de vos apps préférées est-elle uniquement en anglais? Si oui, lisez ceci!",2021-08-19,0,https://ecolebranchee.com/apps-anglais/,2021-08-19 16:01:54,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",9,ICI.Radio-Canada.ca,Une rentrée la plus normale possible pour les élèves de l'Est-du-Québec,2021-08-16,3,https://ici.radio-canada.ca/nouvelle/1816928/rentree-scolaire-centres-services-pandemie-mesures-sanitaires-vaccination,2021-08-19 16:01:54,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",10,L'Avantage Rimouski,Créativité et adaptation nécessaires lors de la rentrée 2021,2021-08-18,1,https://www.lavantage.qc.ca/article/2021/08/18/creativite-et-adaptation-necessaires-lors-de-la-rentree-2021,2021-08-19 16:01:55,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",11,Granby Express,"À Val-des-Cerfs, on se prépare à une rentrée scolaire « quasi normale »",2021-08-18,1,https://www.granbyexpress.com/2021/08/18/a-val-des-cerfs-on-se-prepare-a-une-rentree-scolaire-quasi-normale-2/,2021-08-19 16:01:55,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",12,L'Express - Drummondville,"Rentrée scolaire : plusieurs éléments positifs, selon le CSS des Chênes - L'Express",2021-08-11,8,https://www.journalexpress.ca/2021/08/11/rentree-scolaire-plusieurs-elements-positifs-selon-le-css-des-chenes/,2021-08-19 16:01:55,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",13,Coup d'Oeil,Le taux de la taxe scolaire reste inchangé,2021-08-04,15,https://www.coupdoeil.info/2021/08/04/le-taux-de-la-taxe-scolaire-reste-inchange/,2021-08-19 16:01:55,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",14,ICI.Radio-Canada.ca,"Accueil généralement favorable, en Outaouais, au plan de rentrée scolaire | Coronavirus",2021-08-11,8,https://ici.radio-canada.ca/nouvelle/1815994/rentree-scolaire-automne-quebec-outaouais-ventilation-covid,2021-08-19 16:01:55,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",15,Radio-Canada.ca,"Québec : une rentrée avec masque dans les aires communes, mais pas en classe | Coronavirus",2021-08-11,8,https://ici.radio-canada.ca/nouvelle/1815882/quebec-plan-rentree-scolaire-roberge,2021-08-19 16:01:56,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",16,Ameq en ligne,Agente ou Agent de développement - Dossier Santé et sécurité au travail,2021-08-09,10,https://ameqenligne.com/offre/emplois/education/262637/centre-de-services-scolaire-des-hautes-laurentides/personnel-professionnel/laurentides/agente-ou-agent-de-developpement-dossier-sante-et-securite-au-travail.html,2021-08-19 16:01:56,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",17,Le Nouvelliste - Groupe Capitales Médias,École au CJE: un vent de renouveau pour le programme Podium,2021-08-19,0,https://www.lenouvelliste.ca/actualites/ecole-au-cje-un-vent-de-renouveau-pour-le-programme-podium-c8ede380ec22ebba3290e52ee04dcc60,2021-08-19 16:01:56,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",18,ICI.Radio-Canada.ca,L'opposition revendique un plan provincial pour la rentrée scolaire à l'Î.-P.-É.,2021-08-19,0,https://ici.radio-canada.ca/nouvelle/1817516/retour-classes-2021-ipe-regles-covid-19,2021-08-19 16:01:57,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",19,L'Éclaireur Progrès,Le complexe multisport commence à prendre forme,2021-08-17,2,https://www.leclaireurprogres.ca/le-complexe-multisport-commence-a-prendre-forme/,2021-08-19 16:01:57,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",20,L'Hebdo Journal,Nouvelle réglementation sur le colportage,2021-08-18,1,https://www.lhebdojournal.com/nouvelle-reglementation-sur-le-colportage/,2021-08-19 16:01:57,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",21,ICI.Radio-Canada.ca,Serge Bergeron représentera le Parti conservateur dans Lac-Saint-Jean | Élections Canada 2021,2021-08-16,3,https://ici.radio-canada.ca/nouvelle/1817039/circonscription-elections,2021-08-19 16:01:57,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",22,La Tribune - Groupe Capitales Médias,La fermeture d'une classe inquiète à Notre-Dame-des-Bois,2021-08-19,0,https://www.latribune.ca/ma-region/la-fermeture-dune-classe-inquiete-a-notre-dame-des-bois-cb3d816ac6b7b3ee6bf231ce23a73efd,2021-08-19 16:01:58,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",23,NecrologieCanada,Mme Ghislaine Dallaire DALLAIRE Décédée le 17 août 2021 à l’âge de 83 ans,2021-08-19,0,https://necrocanada.com/deces-2021/mme-ghislaine-dallaire-dallaire-decedee-le-17-aout-2021a-lage-de-83-ans/,2021-08-19 16:01:58,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",24,Réseau d'Information Municipale,Centre de services scolaire Marie-Victorin - Des centaines de nouveaux arbres au CSS Marie-Victorin,2021-08-13,6,https://rimq.qc.ca/article/municipal/categorie/environnement/13/913144/des-centaines-de-nouveaux-arbres-au-css-marie-victorin.html,2021-08-19 16:01:58,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",25,ICI.Radio-Canada.ca,Des intervenants estriens accueillent bien le plan de rentrée de Québec,2021-08-11,8,https://ici.radio-canada.ca/nouvelle/1816066/mesures-rentree-scolaire-estrie-ecoles,2021-08-19 16:01:58,local
Montréal_V2,CISSS OR CIUSSS,1,L'Express - Drummondville,Le CIUSSS MCQ invite les jeunes à compléter leur vaccination avant la rentrée scolaire - L'Express,2021-08-17,2,https://www.journalexpress.ca/2021/08/17/le-ciusss-mcq-invite-les-jeunes-a-completer-leur-vaccination-avant-la-rentree-scolaire/,2021-08-19 16:02:08,local
Montréal_V2,CISSS OR CIUSSS,2,L'Écho de La Tuque,Le CIUSSS instaure un corridor de services,2021-08-16,3,https://www.lechodelatuque.com/actualites/le-ciusss-instaure-un-corridor-de-services/,2021-08-19 16:02:08,local
Montréal_V2,CISSS OR CIUSSS,3,L'Hebdo du Saint-Maurice,COVID-19: les jeunes invités à compléter leur vaccination avant la rentrée scolaire,2021-08-18,1,https://www.lhebdodustmaurice.com/covid-19-les-jeunes-invites-a-completer-leur-vaccination-avant-la-rentree-scolaire2/,2021-08-19 16:02:08,local
Montréal_V2,CISSS OR CIUSSS,4,Mon LaTuque,Bilan de COVID-19 du 14 au 16 août en Mauricie et au Centre-du-Québec,2021-08-17,2,https://monlatuque.com/bilan-de-covid-19-du-14-au-16-aout-en-mauricie-et-au-centre-du-quebec/,2021-08-19 16:02:09,local
Montréal_V2,CISSS OR CIUSSS,5,Le Nouvelliste - Groupe Capitales Médias,Bilan COVID: Trois-Rivières toujours le point chaud dans la région,2021-08-18,1,https://www.lenouvelliste.ca/actualites/covid-19/bilan-covid-trois-rivieres-toujours-le-point-chaud-dans-la-region-64e2116a495ee74a2e75bc8ffb7998dc,2021-08-19 16:02:09,local
Montréal_V2,CISSS OR CIUSSS,6,La Presse,CISSS de la Montérégie-Est | Une note de service qui ne passe pas,2021-08-14,5,https://www.lapresse.ca/actualites/sante/2021-08-14/cisss-de-la-monteregie-est/une-note-de-service-qui-ne-passe-pas.php,2021-08-19 16:02:09,local
Montréal_V2,CISSS OR CIUSSS,7,L'Hebdo Journal,Le CIUSSS libérera l'aréna Jérôme-Cotnoir,2021-08-13,6,https://www.lhebdojournal.com/le-ciusss-liberera-larena-jerome-cotnoir/,2021-08-19 16:02:09,local
Montréal_V2,CISSS OR CIUSSS,8,Le Journal de Québec,Capitale-Nationale: le CIUSSS met l'accent sur la mobilité,2021-08-04,15,https://www.journaldequebec.com/2021/08/04/capitale-nationale-le-ciusss-met-laccent-sur-la-mobilite,2021-08-19 16:02:09,local
Montréal_V2,CISSS OR CIUSSS,9,VINGT 55 Média web,Le CIUSSS/MCQ recense 75 nouveaux cas de Covid-19 au cours des trois derniers jours dans la région Mauricie Centre-du-Québec,2021-08-09,10,https://vingt55.ca/le-ciusssmcq-recense-75-nouveaux-cas-de-covid-19-au-cours-des-trois-derniers-jours-pour-la-region-mauricie-centre-du-quebec/,2021-08-19 16:02:10,local
Montréal_V2,CISSS OR CIUSSS,10,Le Journal de Québec,Employés du CIUSSS: 155 000 $ d'hôtel pendant les travaux sur le pont Pierre-Laporte,2021-07-22,28,https://www.journaldequebec.com/2021/07/22/employes-du-ciusss-155000-dhotel-pendant-les-travaux-sur-le-pont,2021-08-19 16:02:10,local
Montréal_V2,CISSS OR CIUSSS,11,Chambly Matin,"Le CISSS de la Montérégie-Centre revoit son offre de vaccination contre la COVID-19 - Chambly Matin - Journal le Chambly Matin, Montérégie Quotidien",2021-08-18,1,https://www.chamblymatin.com/information/nouvelles/manchettes-locales/covid-19-vaccination-centre-de-vaccination-ciss-de-la-monteregie-centre.html,2021-08-19 16:02:10,local
Montréal_V2,CISSS OR CIUSSS,12,Ma Côte-Nord,D'autres réductions de services au CISSS Côte-Nord Accueil,2021-08-06,13,https://macotenord.com/dautres-reductions-de-services-au-cisss-cote-nord/,2021-08-19 16:02:10,local
Montréal_V2,CISSS OR CIUSSS,13,La Voix de l'est - Groupe Capitales Médias,"Les urgences sont à éviter, demande le CIUSSS",2021-08-13,6,https://www.lavoixdelest.ca/actualites/les-urgences-sont-a-eviter-demande-le-ciusss-82472e644c82d9f44f08fb573de3542d,2021-08-19 16:02:11,local
Montréal_V2,CISSS OR CIUSSS,14,Le Quotidien - Groupe Capitales Médias,La FIQ dénonce l'attitude du CIUSSS | Actualités,2021-07-30,20,https://www.lequotidien.com/actualites/la-fiq-denonce-lattitude-du-ciusss-26e5bbd300cfa2e9756ddd9e68fb8ba3,2021-08-19 16:02:11,local
Montréal_V2,CISSS OR CIUSSS,15,L'Action,"Cuisson sur le BBQ : Gare aux intoxications alimentaires, prévient le CISSS",2021-07-28,22,https://www.laction.com/article/2021/07/28/cuisson-sur-le-bbq-gare-aux-intoxications-alimentaires-previent-le-cisss,2021-08-19 16:02:11,local
Montréal_V2,CISSS OR CIUSSS,16,Mon Thetford,La vaccination des travailleurs du CISSS de Chaudière-Appalaches progresse,2021-08-11,8,https://monthetford.com/la-vaccination-des-travailleurs-du-cisss-de-chaudiere-appalaches-progresse/,2021-08-19 16:02:11,local
Montréal_V2,CISSS OR CIUSSS,17,Le Quotidien - Groupe Capitales Médias,"La démission, une option pour les infirmières du CIUSSS",2021-07-26,24,https://www.lequotidien.com/actualites/la-demission-une-option-pour-les-infirmieres-du-ciusss-2dee45d550ebf113e6716a7f8193b6fa,2021-08-19 16:02:11,local
Montréal_V2,CISSS OR CIUSSS,18,Le Soleil - Groupe Capitales Médias,Le CISSS de Chaudière-Appalaches à la recherche de préposés aux bénéficiaires dans ses CHSLD,2021-07-20,30,https://www.lesoleil.com/actualite/sante/le-cisss-de-chaudiere-appalaches-a-la-recherche-de-preposes-aux-beneficiaires-dans-ses-chsld--d218ca3a4441a0f10f48dc4e64ba04e7,2021-08-19 16:02:12,local
Montréal_V2,CISSS OR CIUSSS,19,Ma Côte-Nord,Le CISSS Côte-Nord mène une enquête suite au décès d'un usager,2021-07-26,24,https://macotenord.com/le-cisss-cote-nord-mene-une-enquete-suite-au-deces-dun-usager/,2021-08-19 16:02:12,local
Montréal_V2,CISSS OR CIUSSS,20,Mon Victo,La CIUSSS MCQ rappelle l'importance de se faire vacciner Accueil,2021-08-06,13,https://monvicto.com/la-ciusss-mcq-rappelle-limportance-de-se-faire-vacciner/,2021-08-19 16:02:12,local
Montréal_V2,CISSS OR CIUSSS,21,Mon Joliette,Vaccination : Concours et tournée des restaurants et bars pour le CISSS,2021-08-06,13,https://monjoliette.com/vaccination-concours-et-tournee-des-restaurants-et-bars-pour-le-cisss/,2021-08-19 16:02:12,local
Montréal_V2,CISSS OR CIUSSS,22,ICI.Radio-Canada.ca,"« Tenez bon », demande une cheffe médicale de l'Hôpital Fleurimont aux infirmières",2021-08-19,0,https://ici.radio-canada.ca/nouvelle/1817669/bris-services-maternite-hopital-fleurimont-sherbrooke,2021-08-19 16:02:12,local
Montréal_V2,CISSS OR CIUSSS,23,Journal Le Manic,Le CISSS de la Côte-Nord propose des bourses de 30 000 $,2021-07-28,22,https://www.lemanic.ca/2021/07/28/le-cisss-de-la-cote-nord-propose-des-bourses-de-30-000/,2021-08-19 16:02:12,local
Montréal_V2,CISSS OR CIUSSS,24,Mon Victo,Le CIUSSS MCQ veut mieux comprendre les effets de la pandémie à long terme,2021-07-21,29,https://monvicto.com/le-ciusss-mcq-veut-mieux-comprendre-les-effets-de-la-pandemie/,2021-08-19 16:02:13,local
Montréal_V2,CISSS OR CIUSSS,25,Courrier Laval,Clinique mobile près d'un centre communautaire,2021-08-19,0,https://courrierlaval.com/une-clinique-de-vaccination-mobile-tenue-pres-dun-centre-communautaire/,2021-08-19 16:02:13,local
Montréal_V2,maire OR mairesse,1,Le Soleil de Châteauguay,Le maire Routhier ne se représente pas,2021-08-19,0,https://www.cybersoleil.com/le-maire-routhier-ne-se-represente-pas/,2021-08-19 16:02:23,local
Montréal_V2,maire OR mairesse,2,Radio-Canada.ca,"La mairesse Plante défend Will Prosper, rattrapé par son passé de policier",2021-08-19,0,https://ici.radio-canada.ca/nouvelle/1817759/will-prosper-valerie-plante-grc-manitoba,2021-08-19 16:02:23,local
Montréal_V2,maire OR mairesse,3,La Nouvelle Union,Loisirs : le maire de la Ville attend l'appel du maire de la Paroisse,2021-08-19,0,https://www.lanouvelle.net/2021/08/19/loisirs-les-deux-maires-de-plessisville-se-parleront/,2021-08-19 16:02:24,local
Montréal_V2,maire OR mairesse,4,ICI.Radio-Canada.ca,Le maire de Windsor demande aux candidats d'appuyer les priorités de la Ville,2021-08-19,0,https://ici.radio-canada.ca/nouvelle/1817774/priorites-windsor-candidats-elections-federales-drew-dilkens,2021-08-19 16:02:24,local
Montréal_V2,maire OR mairesse,5,Mon Thetford,Un nouveau candidat pour devenir maire de Thetford Mines Accueil,2021-08-19,0,https://monthetford.com/un-nouveau-candidat-pour-devenir-maire-de-thetford-mines/,2021-08-19 16:02:24,local
Montréal_V2,maire OR mairesse,6,Ma Côte-Nord,Le maire Alain Thibault fait campagne sur les réseaux sociaux,2021-08-19,0,https://macotenord.com/le-maire-alain-thibault-fait-campagne-sur-les-reseaux-sociaux/,2021-08-19 16:02:24,local
Montréal_V2,maire OR mairesse,7,Le Journal de Québec,"Passeport vaccinal: «une excellente décision», selon le maire Labeaume",2021-08-16,3,https://www.journaldequebec.com/2021/08/16/passeport-vaccinal-une-excellente-decision-selon-le-maire-labeaume,2021-08-19 16:02:24,local
Montréal_V2,maire OR mairesse,8,Le Soleil - Groupe Capitales Médias,"Le maire de Saint-Augustin-de-Desmaures, Sylvain Juneau aura une adversaire",2021-08-18,1,https://www.lesoleil.com/actualite/la-capitale/le-maire-de-saint-augustin-de-desmaures-sylvain-juneau-aura-une-adversaire-30a0b23df0e69b63043cf538e7749690,2021-08-19 16:02:25,local
Montréal_V2,maire OR mairesse,9,ICI.Radio-Canada.ca,Le maire de Brooks vise la chefferie du Parti albertain,2021-08-17,2,https://ici.radio-canada.ca/nouvelle/1817308/barry-morishita-brooks-maire-demision-parti-alberta,2021-08-19 16:02:25,local
Montréal_V2,maire OR mairesse,10,Le Reflet du Lac,Saint-Étienne-de-Bolton: la mairesse Michèle Turcotte veut donner la chance à d'autres,2021-07-28,22,https://www.lerefletdulac.com/2021/07/28/saint-etienne-de-bolton-la-mairesse-michele-turcotte-veut-donner-la-chance-a-dautres/,2021-08-19 16:02:25,local
Montréal_V2,maire OR mairesse,11,La Nouvelle Union,Warwick a un nouveau maire,2021-08-16,3,https://www.lanouvelle.net/2021/08/16/warwick-a-un-nouveau-maire/,2021-08-19 16:02:25,local
Montréal_V2,maire OR mairesse,12,Le Journal de Montréal,Une autre suspension pour la mairesse de Brownsburg-Chatham,2021-08-03,16,https://www.journaldemontreal.com/2021/08/03/une-autre-suspension-pour-la-mairesse-de-brownsburg-chatham,2021-08-19 16:02:26,local
Montréal_V2,maire OR mairesse,13,La Nouvelle Union,Élections fédérales : le maire de Victo exprime ses attentes,2021-08-17,2,https://www.lanouvelle.net/2021/08/16/elections-federales-le-maire-de-victo-exprime-ses-attentes/,2021-08-19 16:02:26,local
Montréal_V2,maire OR mairesse,14,LeLézard.com,/CORRECTION de la source -- Ville de Montréal - Cabinet de la mairesse et du comité exécutif/,2021-08-18,1,https://www.lelezard.com/communique-19959031.html,2021-08-19 16:02:26,local
Montréal_V2,maire OR mairesse,15,Le Journal de Montréal,Propos déplacés: le maire de Saint-Ferdinand suspendu pour 25 jours,2021-08-04,15,https://www.journaldemontreal.com/2021/08/04/propos-deplaces-le-maire-de-saint-ferdinand-suspendu-pour-25-jours,2021-08-19 16:02:26,local
Montréal_V2,maire OR mairesse,16,L'Avant-Poste,Le maire de Lac-au-Saumon se représente,2021-08-10,9,https://www.lavantposte.ca/article/2021/08/10/le-maire-de-lac-au-saumon-se-represente,2021-08-19 16:02:27,local
Montréal_V2,maire OR mairesse,17,ICI.Radio-Canada.ca,Politique municipale Une première mairesse élue à Eastman,2021-08-03,16,https://ici.radio-canada.ca/nouvelle/1813797/maire-conseil-municipal-yvon-laramee,2021-08-19 16:02:27,local
Montréal_V2,maire OR mairesse,18,Le Reflet du Lac,La mairesse Marie Boivin présente son équipe pour les élections au Canton d'Orford,2021-08-03,16,https://www.lerefletdulac.com/2021/08/03/la-mairesse-marie-boivin-presente-son-equipe-pour-les-elections-au-canton-dorford/,2021-08-19 16:02:27,local
Montréal_V2,maire OR mairesse,19,Le Journal de Montréal,Le maire de Louiseville veut des appuis pour la peine de mort,2021-08-02,17,https://www.journaldemontreal.com/2021/08/02/le-maire-de-louiseville-veut-des-appuis-pour-la-peine-de-mort,2021-08-19 16:02:27,local
Montréal_V2,maire OR mairesse,20,Hebdo Rive Nord,Denyse Peltier nommée mairesse suppléante,2021-08-18,1,https://www.hebdorivenord.com/article/2021/08/18/denyse-peltier-nommee-mairesse-suppleante,2021-08-19 16:02:28,local
Montréal_V2,maire OR mairesse,21,TVA Nouvelles,La mairesse de Repentigny brise le silence,2021-08-05,14,https://www.tvanouvelles.ca/2021/08/05/la-mairesse-de-repentigny-brise-le-silence,2021-08-19 16:02:28,local
Montréal_V2,maire OR mairesse,22,ICI.Radio-Canada.ca,Le maire de Gatineau réclame une ligne directe entre Gatineau et Montréal,2021-08-18,1,https://ici.radio-canada.ca/nouvelle/1817510/maxime-pedneaud-jobin-gatineau-montreal-liaison-autobus,2021-08-19 16:02:28,local
Montréal_V2,maire OR mairesse,23,ICI.Radio-Canada.ca,La mairesse de Regina s'offre une synchro après avoir perdu un pari contre Saskatoon | Coronavirus,2021-08-17,2,https://ici.radio-canada.ca/nouvelle/1817178/vaccination-covid-19-mairesse-regina-synchro-sandra-masters,2021-08-19 16:02:28,local
Montréal_V2,maire OR mairesse,24,Radio-Canada.ca,La Ville de Toronto demande à ses employés d'être vaccinés avant le 30 octobre | Coronavirus : Ontario,2021-08-19,0,https://ici.radio-canada.ca/nouvelle/1817769/vaccination-obligatoire-fonctionnaire-municipaux-toronto-john-tory,2021-08-19 16:02:29,local
Montréal_V2,maire OR mairesse,25,La Presse,La mairesse a des questions | La Presse,2021-07-22,28,https://www.lapresse.ca/actualites/chroniques/2021-07-22/la-mairesse-a-des-questions.php,2021-08-19 16:02:29,local
Montréal_V2,candidat,1,La Presse,"Élections municipales | Will Prosper reste candidat pour Projet Montréal, assure Plante",2021-08-19,0,https://www.lapresse.ca/actualites/grand-montreal/2021-08-19/elections-municipales/will-prosper-reste-candidat-pour-projet-montreal-assure-plante.php,2021-08-19 16:02:38,local
Montréal_V2,candidat,2,Le Journal de Montréal,Will Prosper demeure candidat pour Projet Montréal,2021-08-19,0,https://www.journaldemontreal.com/2021/08/19/will-prosper-demeure-candidat-pour-projet-montreal-1,2021-08-19 16:02:38,local
Montréal_V2,candidat,3,TVA Nouvelles,"Affaire Will Prosper: «c'est de défendre l'indéfendable», dénonce Denis Coderre",2021-08-19,0,https://www.tvanouvelles.ca/2021/08/19/affaire-prosper-un-candidat-lie-aux-gangs-de-rue-denonce-ensemble-montreal,2021-08-19 16:02:39,local
Montréal_V2,candidat,4,iHeartRadio,Will Prosper reste candidat malgré des révélations troublantes,2021-08-18,1,https://www.iheartradio.ca/energie/energie-montreal/nouvelles/will-prosper-reste-candidat-malgre-des-revelations-troublantes-1.15893316,2021-08-19 16:02:39,local
Montréal_V2,candidat,5,Journal Métro,Élections municipales: l'opposition réclame la tête de Will Prosper,2021-08-19,0,https://journalmetro.com/actualites/2683357/elections-lopposition-demande-la-tete-de-will-prosper/,2021-08-19 16:02:39,local
Montréal_V2,candidat,6,La Voix du Sud,Daniel Vaillancourt candidat libéral dans Bellechasse-Les Etchemins-Lévis,2021-08-19,0,https://www.lavoixdusud.com/2021/08/19/daniel-vaillancourt-candidat-liberal-dans-bellechasse-les-etchemins-levis/,2021-08-19 16:02:39,local
Montréal_V2,candidat,7,Nord Info et Voix des Mille-Iles,Ramez Ayoub à nouveau candidat,2021-08-19,0,https://www.nordinfo.com/actualites/ramez-ayoub-a-nouveau-candidat/,2021-08-19 16:02:40,local
Montréal_V2,candidat,8,L'Hebdo Journal,René Villemure confirmé comme candidat du Bloc Québécois à Trois-Rivières,2021-08-17,2,https://www.lhebdojournal.com/rene-villemure-confirme-comme-candidat-du-bloc-quebecois-a-trois-rivieres/,2021-08-19 16:02:40,local
Montréal_V2,candidat,9,Le Journal de Montréal,Un candidat conservateur aime bien Maxime Bernier,2021-08-19,0,https://www.journaldemontreal.com/2021/08/19/un-conservateur-aime-bien-maxime-bernier,2021-08-19 16:02:40,local
Montréal_V2,candidat,10,Nord Info et Voix des Mille-Iles,Thérèse-De Blainville: le candidat du Parti vert va à la rencontre des électeurs,2021-08-19,0,https://www.nordinfo.com/actualites/therese-de-blainville-le-candidat-du-parti-vert-va-a-la-rencontre-des-electeurs/,2021-08-19 16:02:40,local
Montréal_V2,candidat,11,ICI.Radio-Canada.ca,Jean Duplain est candidat pour le Parti libéral du Canada dans Chicoutimi-Le Fjord | Élections Canada 2021,2021-08-18,1,https://ici.radio-canada.ca/nouvelle/1817448/jean-duplain-parti-liberal-chicoutimi-fjord-election-2021,2021-08-19 16:02:40,local
Montréal_V2,candidat,12,Le Reflet du Lac,Élections fédérales 2021: déjà cinq candidats en lice dans Brome-Missisquoi,2021-08-16,3,https://www.lerefletdulac.com/2021/08/16/elections-federales-2021-deja-cinq-candidats-en-lice-dans-brome-missisquoi/,2021-08-19 16:02:41,local
Montréal_V2,candidat,13,Le Journal de Québec,Pas de vaccination obligatoire pour les candidats conservateurs,2021-08-19,0,https://www.journaldequebec.com/2021/08/18/pas-de-vaccination-obligatoire-pour-les-candidats-conservateurs,2021-08-19 16:02:41,local
Montréal_V2,candidat,14,CIMT-CHAU,Le candidat bloquiste est confiant pour sa campagne électorale,2021-08-18,1,https://cimtchau.ca/nouvelles/le-candidat-bloquiste-est-confiant-pour-sa-campagne-electorale/,2021-08-19 16:02:41,local
Montréal_V2,candidat,15,L'Avenir et des Rivières - Farnham,Farnham: Olivier Surprenant sera candidat dans le district électoral 5,2021-08-19,0,https://www.laveniretdesrivieres.com/2021/08/19/farnham-olivier-surprenant-sera-candidat-dans-le-district-electoral-5/,2021-08-19 16:02:41,local
Montréal_V2,candidat,16,ICI.Radio-Canada.ca,Le maire de Windsor demande aux candidats d'appuyer les priorités de la Ville,2021-08-19,0,https://ici.radio-canada.ca/nouvelle/1817774/priorites-windsor-candidats-elections-federales-drew-dilkens,2021-08-19 16:02:41,local
Montréal_V2,candidat,17,Fm1033.ca,Un premier candidat indépendant s'affiche à Varennes,2021-08-19,0,https://www.fm1033.ca/un-premier-candidat-independant-a-varennes/,2021-08-19 16:02:42,local
Montréal_V2,candidat,18,La Nouvelle Union,Élection fédérale : Alain Rayes dépose son acte de candidature,2021-08-18,1,https://www.lanouvelle.net/2021/08/18/election-federale-alain-rayes-depose-son-acte-de-candidature/,2021-08-19 16:02:42,local
Montréal_V2,candidat,19,Mon Thetford,Un nouveau candidat pour devenir maire de Thetford Mines Accueil,2021-08-19,0,https://monthetford.com/un-nouveau-candidat-pour-devenir-maire-de-thetford-mines/,2021-08-19 16:02:42,local
Montréal_V2,candidat,20,ICI.Radio-Canada.ca,Projet de cimenterie à L'Orignal : le candidat néo-démocrate en fait un enjeu électoral | Élections Canada 2021,2021-08-18,1,https://ici.radio-canada.ca/nouvelle/1817639/projet-cimenterie-lorignal-elections-enjeux-est-ontarien,2021-08-19 16:02:42,local
