Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie
Montréal ,premier ministre,1,Ontario Newsroom,Le premier ministre Doug Ford annonce des changements au sein du Conseil des ministres | Salle de presse de l'Ontario,2021-06-18,1,https://news.ontario.ca/fr/release/1000378/le-premier-ministre-doug-ford-annonce-des-changements-au-sein-du-conseil-des-ministres,2021-06-19 14:56:36
Montréal ,premier ministre,2,Radio-Canada.ca,Remaniement : Doug Ford fait le ménage pour se préparer aux élections,2021-06-19,0,https://ici.radio-canada.ca/nouvelle/1802913/remaniement-ministeriel-elections-ontario-2022-phillips,2021-06-19 14:56:37
Montréal ,premier ministre,3,La Presse,Ontario | Doug Ford procède à un important remaniement de son conseil des ministres,2021-06-18,1,https://www.lapresse.ca/actualites/politique/2021-06-18/ontario/doug-ford-procede-a-un-important-remaniement-de-son-conseil-des-ministres.php,2021-06-19 14:56:37
Montréal ,premier ministre,4,ONFR+,Remaniement majeur dans la Ford Nation à moins d'un an des élections,2021-06-18,1,https://onfr.tfo.org/remaniement-majeur-dans-la-ford-nation-a-un-an-des-elections/,2021-06-19 14:56:37
Montréal ,premier ministre,5,Premier ministre du Canada,Le premier ministre annonce la nomination de l'honorable Mahmud Jamal à la Cour suprême du Canada,2021-06-17,2,https://pm.gc.ca/fr/nouvelles/communiques/2021/06/17/premier-ministre-annonce-la-nomination-de-lhonorable-mahmud-jamal,2021-06-19 14:56:37
Montréal ,premier ministre,6,Premier ministre du Canada,Itinéraire du premier ministre pour le vendredi 18 juin 2021,2021-06-17,2,https://pm.gc.ca/fr/nouvelles/itineraires/2021/06/17/itineraire-du-premier-ministre-vendredi-18-juin-2021,2021-06-19 14:56:37
Montréal ,premier ministre,7,Premier ministre du Canada,Itinéraire du premier ministre pour le jeudi 17 juin 2021,2021-06-16,3,https://pm.gc.ca/fr/nouvelles/itineraires/2021/06/16/itineraire-du-premier-ministre-jeudi-17-juin-2021,2021-06-19 14:56:38
Montréal ,premier ministre,8,La Presse,Justin Trudeau félicite le nouveau premier ministre israélien,2021-06-13,6,https://www.lapresse.ca/actualites/politique/2021-06-13/justin-trudeau-felicite-le-nouveau-premier-ministre-israelien.php,2021-06-19 14:56:38
Montréal ,premier ministre,9,Premier ministre du Canada,"Le premier ministre Justin Trudeau rencontre le premier ministre de la Belgique, Alexander De Croo",2021-06-16,3,https://pm.gc.ca/fr/nouvelles/comptes-rendus/2021/06/15/premier-ministre-justin-trudeau-rencontre-premier-ministre-de,2021-06-19 14:56:38
Montréal ,premier ministre,10,Premier ministre du Canada,Le premier ministre annonce le nom des nouveaux membres du Comité des parlementaires sur la sécurité nationale et le renseignement,2021-06-15,4,https://pm.gc.ca/fr/nouvelles/communiques/2021/06/15/premier-ministre-annonce-nom-des-nouveaux-membres-du-comite-des,2021-06-19 14:56:38
